sample_index,label,prediction,correct,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7,output_power_norm_0,output_power_norm_1,output_power_norm_2,output_power_norm_3,output_power_norm_4,output_power_norm_5,output_power_norm_6,output_power_norm_7,predicted_output_index,predicted_class,predicted_output_power,output_power_sum,inference_correct
0,7,7,1,1.015766e-05,2.873185e-07,1.018192e-06,5.947466e-06,7.705052e-07,2.495377e-05,1.207123e-05,4.113862e-05,0.10543032979446354,0.0029821911947289607,0.010568213383208774,0.06173107800628874,0.007997375118319484,0.2590049480603988,0.1252920219740395,0.4269938424685522,7,7,4.113862e-05,9.63447617e-05,True
1,2,2,1,4.805832e-05,4.066046e-05,1.208374e-05,1.3255e-05,8.565275e-06,1.641294e-05,3.257604e-06,7.28088e-06,0.3213008252444895,0.2718413659241637,0.08078758545949687,0.0886182130090213,0.05726438056815126,0.10973107604860702,0.021779181076653324,0.04867737266941705,0,0,4.805832e-05,0.000149574219,False
2,1,1,1,4.323461e-05,1.113931e-05,6.097535e-05,1.189949e-05,5.488642e-06,1.452776e-05,3.100042e-06,7.064767e-06,0.27462756758050855,0.07075723846763587,0.38731729169917717,0.07558592512222466,0.03486402217529469,0.09228077670166121,0.01969156178018987,0.044875616473308,2,2,6.097535e-05,0.000157429971,False
3,0,0,1,0.0001075672,2.051448e-05,5.431345e-06,3.050635e-06,6.230977e-07,1.610569e-05,7.80579e-06,7.400937e-06,0.6383841356583215,0.12174825209989591,0.03223365936165621,0.018104747429365305,0.0036979273109757262,0.0955831981294565,0.04632539010293444,0.04392268990739455,0,0,0.0001075672,0.00016849917469999998,True
4,4,4,1,3.894694e-05,1.075284e-05,1.174791e-05,6.636613e-05,2.962132e-05,3.626587e-05,3.517245e-05,1.53933e-05,0.1594442895136448,0.04402088929332832,0.048094591339402866,0.271695297387168,0.12126627462533172,0.14846829752848892,0.1439919619026346,0.0630183984100006,3,3,6.636613e-05,0.00024426676000000004,False
5,1,1,1,4.439016e-05,1.126233e-05,6.230593e-05,1.144625e-05,5.192732e-06,1.394707e-05,2.890189e-06,7.146544e-06,0.2799206879529008,0.07101932413743482,0.3928960559985656,0.07217910848892843,0.03274493972977441,0.08794907315781843,0.018225293470307533,0.045065517064270005,2,2,6.230593e-05,0.000158581205,False
6,4,4,1,5.551939e-05,2.22362e-05,2.164188e-05,0.0001031345,4.212842e-05,5.79642e-05,5.765017e-05,2.414524e-05,0.1444237812808907,0.05784350450028614,0.056297487123458716,0.26828598928255554,0.10958956349825712,0.1507835180271578,0.1499666250455231,0.06280953124187087,3,3,0.0001031345,0.00038442,False
7,5,5,1,2.356012e-05,1.309001e-06,4.509016e-06,8.706715e-07,4.897299e-06,6.684689e-05,1.170125e-05,3.525359e-06,0.2009912906506814,0.011167082360065762,0.03846639768407686,0.007427695127094631,0.04177883842324621,0.5702705545253643,0.0998233175266631,0.030074823702807774,5,5,6.684689e-05,0.00011721960649999999,True
8,0,0,1,0.000107461,2.127774e-05,6.211781e-06,2.935389e-06,6.479337e-07,1.622808e-05,7.886394e-06,6.856211e-06,0.6339712621495286,0.12552903549650116,0.03664669639000624,0.017317466515571624,0.0038225155691666186,0.09573832701969572,0.04652615514454983,0.04044854171498014,0,0,0.000107461,0.00016950452870000002,True
9,6,6,1,2.060552e-05,4.416907e-07,5.951542e-07,5.330266e-05,6.150685e-06,1.332855e-05,4.732873e-05,2.017911e-06,0.14332190916945142,0.003072184268409213,0.004139601242493154,0.3707472073022254,0.0427811536374674,0.09270686847313205,0.32919547490990236,0.01403560099691912,3,3,5.330266e-05,0.0001437709009,False
10,0,0,1,0.0001116662,2.240104e-05,6.210677e-06,2.671139e-06,6.73843e-07,1.427938e-05,6.746873e-06,6.378748e-06,0.6529121856726301,0.13097886368247522,0.03631382365099496,0.015618147682337212,0.003939959503683318,0.08349152389756291,0.03944896125135139,0.03729653465896501,0,0,0.0001116662,0.00017102789999999998,True
11,1,1,1,4.311778e-05,1.075096e-05,5.961224e-05,1.269111e-05,5.712368e-06,1.525563e-05,3.598654e-06,6.211681e-06,0.27472229240184975,0.06849908266892661,0.3798157332777625,0.08086062947406011,0.03639600257719599,0.09720031146395829,0.02292860338452226,0.039577344751724565,2,2,5.961224e-05,0.00015695042299999998,False
12,5,5,1,2.466907e-05,1.149834e-06,4.900928e-06,5.776938e-07,5.566891e-06,6.932244e-05,1.218301e-05,3.678834e-06,0.2021248062314482,0.009421108069673119,0.04015551143007333,0.004733305608444461,0.04561204636764147,0.5679899871576511,0.09982089051455106,0.030142344620517254,5,5,6.932244e-05,0.0001220487008,True
13,7,7,1,9.723986e-06,1.856313e-07,6.646712e-07,5.848113e-06,6.325668e-07,2.432419e-05,1.224742e-05,4.146615e-05,0.10225793469004928,0.0019521082560000544,0.006989716373507395,0.061499055759030107,0.0066521048592103555,0.2557944275535104,0.12879449584579855,0.4360601566628939,7,7,4.146615e-05,9.50927283e-05,True
14,3,3,1,3.078761e-05,4.733253e-06,1.017787e-05,1.681753e-05,3.65132e-05,4.846201e-05,2.395893e-05,1.88834e-06,0.17761528361838874,0.027306376624641842,0.05871664824522236,0.09702118354463896,0.2106465027267447,0.27957979365294,0.1382202823519956,0.010893929235427766,5,5,4.846201e-05,0.000173338743,False
15,4,4,1,2.429711e-05,8.275092e-06,7.269743e-06,4.496935e-05,2.12923e-05,2.110566e-05,2.261364e-05,6.409517e-06,0.1555190097173946,0.05296655088446051,0.04653159294500299,0.28783623976822426,0.13628606079511849,0.1350914303236898,0.14474358880153498,0.041025526764574306,3,3,4.496935e-05,0.000156232412,False
16,6,6,1,1.935656e-05,3.812263e-07,6.371798e-07,5.213369e-05,6.274067e-06,1.334435e-05,4.721395e-05,2.043797e-06,0.13690691819892198,0.00269637362575673,0.004506705879381743,0.36873612006668316,0.04437581768369772,0.09438318760501786,0.3339393151726336,0.01445556176790722,3,3,5.213369e-05,0.0001413848201,False
17,6,6,1,2.021305e-05,3.348709e-07,6.097929e-07,5.225568e-05,6.445743e-06,1.269698e-05,4.556831e-05,1.880941e-06,0.14437339308928984,0.002391843293311216,0.00435549657546773,0.373240546567101,0.04603925621771768,0.09068923713080664,0.32547544937773454,0.013434777748571438,3,3,5.225568e-05,0.0001400053678,False
18,5,5,1,2.217706e-05,8.431372e-07,4.659409e-06,7.469335e-07,5.155003e-06,6.924672e-05,1.203795e-05,3.674158e-06,0.18708444953428846,0.007112658708768488,0.03930651618925636,0.006301089625325424,0.04348731971697807,0.5841614935999183,0.10155147928856612,0.03099499333689868,5,5,6.924672e-05,0.00011854037070000001,True
19,4,4,1,4.353313e-05,1.19346e-05,1.300662e-05,7.258994e-05,3.203481e-05,4.042405e-05,3.978696e-05,1.687898e-05,0.16112097642432566,0.044171287597141694,0.048138953353001786,0.2686634756421883,0.11856440983608926,0.14961392408553584,0.14725598283779706,0.0624709902239206,3,3,7.258994e-05,0.00027018908999999996,False
