sample_index,label,prediction,correct,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,measured_output_power_sum
0,7,7,1,1.015766e-05,2.873185e-07,1.018192e-06,5.947466e-06,7.705052e-07,2.495377e-05,1.207123e-05,4.113862e-05,9.63447617e-05
1,2,2,1,4.805832e-05,4.066046e-05,1.208374e-05,1.3255e-05,8.565275e-06,1.641294e-05,3.257604e-06,7.28088e-06,0.000149574219
2,1,1,1,4.323461e-05,1.113931e-05,6.097535e-05,1.189949e-05,5.488642e-06,1.452776e-05,3.100042e-06,7.064767e-06,0.000157429971
3,0,0,1,0.0001075672,2.051448e-05,5.431345e-06,3.050635e-06,6.230977e-07,1.610569e-05,7.80579e-06,7.400937e-06,0.00016849917469999998
4,4,4,1,3.894694e-05,1.075284e-05,1.174791e-05,6.636613e-05,2.962132e-05,3.626587e-05,3.517245e-05,1.53933e-05,0.00024426676000000004
5,1,1,1,4.439016e-05,1.126233e-05,6.230593e-05,1.144625e-05,5.192732e-06,1.394707e-05,2.890189e-06,7.146544e-06,0.000158581205
6,4,4,1,5.551939e-05,2.22362e-05,2.164188e-05,0.0001031345,4.212842e-05,5.79642e-05,5.765017e-05,2.414524e-05,0.00038442
7,5,5,1,2.356012e-05,1.309001e-06,4.509016e-06,8.706715e-07,4.897299e-06,6.684689e-05,1.170125e-05,3.525359e-06,0.00011721960649999999
8,0,0,1,0.000107461,2.127774e-05,6.211781e-06,2.935389e-06,6.479337e-07,1.622808e-05,7.886394e-06,6.856211e-06,0.00016950452870000002
9,6,6,1,2.060552e-05,4.416907e-07,5.951542e-07,5.330266e-05,6.150685e-06,1.332855e-05,4.732873e-05,2.017911e-06,0.0001437709009
10,0,0,1,0.0001116662,2.240104e-05,6.210677e-06,2.671139e-06,6.73843e-07,1.427938e-05,6.746873e-06,6.378748e-06,0.00017102789999999998
11,1,1,1,4.311778e-05,1.075096e-05,5.961224e-05,1.269111e-05,5.712368e-06,1.525563e-05,3.598654e-06,6.211681e-06,0.00015695042299999998
12,5,5,1,2.466907e-05,1.149834e-06,4.900928e-06,5.776938e-07,5.566891e-06,6.932244e-05,1.218301e-05,3.678834e-06,0.0001220487008
13,7,7,1,9.723986e-06,1.856313e-07,6.646712e-07,5.848113e-06,6.325668e-07,2.432419e-05,1.224742e-05,4.146615e-05,9.50927283e-05
14,3,3,1,3.078761e-05,4.733253e-06,1.017787e-05,1.681753e-05,3.65132e-05,4.846201e-05,2.395893e-05,1.88834e-06,0.000173338743
15,4,4,1,2.429711e-05,8.275092e-06,7.269743e-06,4.496935e-05,2.12923e-05,2.110566e-05,2.261364e-05,6.409517e-06,0.000156232412
16,6,6,1,1.935656e-05,3.812263e-07,6.371798e-07,5.213369e-05,6.274067e-06,1.334435e-05,4.721395e-05,2.043797e-06,0.0001413848201
17,6,6,1,2.021305e-05,3.348709e-07,6.097929e-07,5.225568e-05,6.445743e-06,1.269698e-05,4.556831e-05,1.880941e-06,0.0001400053678
18,5,5,1,2.217706e-05,8.431372e-07,4.659409e-06,7.469335e-07,5.155003e-06,6.924672e-05,1.203795e-05,3.674158e-06,0.00011854037070000001
19,4,4,1,4.353313e-05,1.19346e-05,1.300662e-05,7.258994e-05,3.203481e-05,4.042405e-05,3.978696e-05,1.687898e-05,0.00027018908999999996
