sample_index,label,prediction,correct,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,measured_output_power_sum
0,7,7,1,4.120127e-06,4.352849e-06,4.181126e-06,9.461071e-06,9.11674e-06,7.782467e-06,1.562997e-05,4.285316e-05,9.749751e-05
1,2,2,1,5.500532e-05,1.048154e-06,4.27044e-05,3.739967e-05,1.523421e-06,8.823915e-06,7.748546e-06,5.295583e-06,0.000159549009
2,1,1,1,1.644237e-07,5.941684e-05,4.105743e-05,3.102198e-05,1.365187e-06,7.879194e-06,7.461386e-06,5.255881e-06,0.00015362232169999999
3,0,0,1,7.092408e-05,5.703505e-05,1.379653e-06,1.763366e-06,1.263764e-05,8.559381e-06,7.870806e-06,5.120215e-06,0.000165290191
4,4,4,1,2.424867e-05,1.77506e-05,6.991317e-05,4.547526e-05,7.332123e-05,5.192376e-05,9.834403e-07,1.297062e-05,0.0002965867503
5,1,1,1,1.625101e-07,5.9981e-05,4.097334e-05,2.678832e-05,1.243217e-06,7.788047e-06,6.501378e-06,4.619427e-06,0.0001480572391
6,4,4,1,2.93603e-05,2.455998e-05,9.359124e-05,5.885948e-05,9.164809e-05,6.948518e-05,1.161771e-06,1.618177e-05,0.000384847811
7,5,5,1,1.540731e-05,8.157785e-06,8.647697e-06,2.356083e-06,5.634726e-07,4.976934e-05,4.405765e-05,1.108853e-06,0.00013006819059999998
8,0,0,1,7.180052e-05,5.684145e-05,1.446271e-06,1.368048e-06,1.365007e-05,8.836602e-06,7.51901e-06,4.616639e-06,0.00016607861
9,6,6,1,9.934891e-06,7.384574e-06,8.085779e-06,2.749895e-05,4.526719e-05,3.350492e-07,3.618319e-05,1.018938e-06,0.0001357085612
10,0,0,1,7.294815e-05,5.99817e-05,1.51068e-06,1.227654e-06,1.251476e-05,8.049189e-06,6.272545e-06,4.507609e-06,0.000167012287
11,1,1,1,1.666619e-07,5.942098e-05,4.033244e-05,3.165461e-05,1.386188e-06,8.12689e-06,8.689545e-06,4.296247e-06,0.00015407356189999999
12,5,5,1,7.024737e-06,1.565704e-05,5.387531e-06,4.062123e-06,7.326367e-07,4.976455e-05,4.104777e-05,1.105702e-06,0.0001247820897
13,7,7,1,2.358434e-06,1.997231e-06,4.032954e-06,8.905498e-06,1.103755e-05,7.669163e-06,1.574354e-05,4.358799e-05,9.533236e-05
14,3,3,1,6.916846e-06,1.76009e-05,1.150921e-05,4.617548e-05,1.602083e-05,6.093527e-05,5.450247e-07,1.231172e-06,0.0001609347327
15,4,4,1,2.372236e-05,1.698648e-05,6.879075e-05,4.477539e-05,7.017917e-05,5.047601e-05,9.573179e-07,1.300552e-05,0.00028889299789999995
16,6,6,1,1.453057e-05,7.16394e-06,7.983961e-06,2.595157e-05,4.413046e-05,3.230394e-07,3.735743e-05,1.028745e-06,0.00013846971540000001
17,6,6,1,9.501124e-06,8.04676e-06,8.759247e-06,2.772391e-05,4.482302e-05,3.369384e-07,3.576543e-05,1.023572e-06,0.00013598000139999997
18,5,5,1,6.273326e-06,1.229205e-05,6.541105e-06,3.880071e-06,7.143257e-07,5.018727e-05,4.063214e-05,1.105952e-06,0.00012162623969999999
19,4,4,1,2.335326e-05,1.709741e-05,6.574284e-05,4.313713e-05,6.988388e-05,4.974145e-05,9.517931e-07,1.218338e-05,0.0002820911431
20,0,0,1,7.206057e-05,5.72327e-05,1.48394e-06,1.323924e-06,1.520786e-05,7.472938e-06,7.344032e-06,4.471579e-06,0.000166597543
21,7,7,1,4.985583e-06,5.390195e-06,3.38452e-06,9.850702e-06,8.782878e-06,7.841718e-06,1.588848e-05,4.312223e-05,9.9246306e-05
22,4,4,1,2.525646e-05,1.7771e-05,7.083448e-05,4.600012e-05,7.267951e-05,5.265572e-05,9.874697e-07,1.287153e-05,0.0002990562897
23,0,0,1,8.208874e-05,6.08467e-05,1.682813e-06,8.438526e-07,1.666166e-05,8.539417e-06,7.146897e-06,4.641713e-06,0.0001824517926
24,1,1,1,1.725577e-07,6.551794e-05,5.314203e-05,3.020504e-05,1.40415e-06,9.391887e-06,7.240044e-06,6.586171e-06,0.0001736598197
25,3,3,1,5.195148e-06,1.17118e-05,1.310796e-05,5.023474e-05,3.655369e-05,4.111541e-05,7.0833e-07,8.621698e-06,0.00016724877599999998
26,1,1,1,1.654854e-07,6.035121e-05,4.501901e-05,2.860437e-05,1.308024e-06,8.059071e-06,7.380095e-06,5.083129e-06,0.0001559703944
27,3,3,1,7.937461e-06,1.116201e-05,1.541787e-05,5.706236e-05,3.817919e-05,4.865044e-05,7.849121e-07,7.844872e-06,0.00018703911510000002
28,4,4,1,3.015434e-05,2.048459e-05,6.891913e-05,4.409694e-05,5.617981e-05,3.502398e-05,6.818891e-07,3.151029e-06,0.0002586917081
29,7,7,1,4.963703e-06,5.357008e-06,4.345674e-06,1.004468e-05,8.560646e-06,8.058805e-06,1.597448e-05,4.185805e-05,9.916304599999999e-05
30,2,2,1,5.621239e-05,1.052556e-06,4.310338e-05,3.78284e-05,1.521553e-06,8.458777e-06,6.92592e-06,5.445418e-06,0.000160548394
31,7,7,1,4.621264e-06,3.52281e-06,4.165744e-06,1.041132e-05,9.257938e-06,7.668053e-06,1.506663e-05,4.332339e-05,9.803714900000001e-05
32,1,1,1,1.662376e-07,6.006648e-05,4.321445e-05,3.005088e-05,1.332329e-06,7.72157e-06,7.590438e-06,4.914581e-06,0.00015505696559999998
33,2,2,1,5.365811e-05,1.111404e-06,3.813489e-05,4.183013e-05,1.631039e-06,8.472589e-06,8.046868e-06,6.123211e-06,0.000159008241
34,1,1,1,1.682151e-07,6.046154e-05,4.627172e-05,2.922113e-05,1.311758e-06,7.522112e-06,6.843802e-06,4.941743e-06,0.0001567420201
35,1,1,1,1.615896e-07,7.706205e-05,7.183933e-05,1.618923e-05,8.263671e-07,4.775453e-06,3.43248e-06,1.695916e-06,0.0001759824157
36,7,7,1,3.693406e-06,4.4991e-06,5.76978e-06,8.927886e-06,8.198574e-06,8.17515e-06,1.503503e-05,4.273418e-05,9.7033106e-05
37,4,4,1,2.939091e-05,2.036678e-05,8.917361e-05,5.640924e-05,9.287682e-05,6.729371e-05,1.105325e-06,1.884804e-05,0.000375464435
38,2,2,1,5.719984e-05,1.13611e-06,4.047733e-05,4.705925e-05,1.706289e-06,6.87014e-06,8.184728e-06,6.423073e-06,0.00016905675999999997
39,3,3,1,5.722613e-06,9.598913e-06,1.296601e-05,4.907431e-05,3.416112e-05,4.109459e-05,7.502238e-07,5.206556e-06,0.00015857433579999998
40,5,5,1,6.663661e-06,1.40549e-05,6.955956e-06,3.606189e-06,6.826099e-07,4.898474e-05,4.135976e-05,1.110529e-06,0.0001234183449
41,1,1,1,1.667166e-07,6.094469e-05,4.494451e-05,2.915121e-05,1.325758e-06,8.198e-06,7.323694e-06,4.39942e-06,0.0001564539986
42,2,2,1,5.613864e-05,1.049715e-06,4.317263e-05,3.657328e-05,1.493154e-06,8.579245e-06,7.684664e-06,5.589885e-06,0.000160281213
43,4,4,1,1.954592e-05,1.358293e-05,5.80028e-05,3.851596e-05,6.158459e-05,4.435121e-05,8.918627e-07,1.066372e-05,0.0002471389927
44,4,4,1,1.97807e-05,1.571452e-05,5.956702e-05,3.940467e-05,6.059422e-05,4.272028e-05,8.837815e-07,1.052445e-05,0.0002491896415
45,6,6,1,1.009244e-05,8.183893e-06,7.955387e-06,2.72767e-05,4.453806e-05,3.322932e-07,3.678194e-05,1.034547e-06,0.00013619526019999998
46,3,3,1,5.673277e-06,1.149644e-05,1.238031e-05,4.797124e-05,3.507638e-05,3.986821e-05,7.179639e-07,6.332657e-06,0.00015951647790000002
47,5,5,1,6.509076e-06,1.404494e-05,6.773226e-06,3.565174e-06,6.820551e-07,4.90932e-05,4.106103e-05,1.11272e-06,0.0001228414211
48,5,5,1,6.803674e-06,1.513807e-05,6.127395e-06,3.396062e-06,6.709801e-07,4.918703e-05,4.154888e-05,1.116802e-06,0.0001239888931
49,6,6,1,8.754192e-06,6.982728e-06,8.245471e-06,2.625472e-05,4.518628e-05,3.328969e-07,3.702353e-05,1.032889e-06,0.0001338127069
50,0,0,1,7.312812e-05,5.969372e-05,1.478953e-06,1.367728e-06,1.196538e-05,7.937248e-06,6.466937e-06,4.496223e-06,0.00016653430900000001
51,4,4,1,2.932281e-05,2.294225e-05,8.921216e-05,5.656443e-05,9.11762e-05,6.659843e-05,1.122103e-06,1.621273e-05,0.000373151113
52,1,1,1,1.656971e-07,5.96313e-05,4.422053e-05,2.954296e-05,1.326603e-06,7.796983e-06,6.974223e-06,5.563652e-06,0.0001552219481
53,5,5,1,6.180306e-06,1.305889e-05,8.757549e-06,2.813796e-06,5.98979e-07,4.831525e-05,4.188926e-05,1.117743e-06,0.000122731773
54,7,7,1,4.163121e-06,5.141369e-06,3.58407e-06,8.817648e-06,8.752765e-06,7.558494e-06,1.576458e-05,4.410554e-05,9.788758699999999e-05
55,3,3,1,6.462911e-06,1.243368e-05,1.499744e-05,5.619349e-05,3.785488e-05,4.918806e-05,7.883627e-07,7.527281e-06,0.0001854461047
56,7,7,1,2.876996e-06,1.316268e-06,3.998071e-06,8.465095e-06,1.029461e-05,8.276267e-06,1.661451e-05,4.975887e-05,0.000101600687
57,4,4,1,2.368298e-05,1.671443e-05,7.160599e-05,4.623813e-05,7.088808e-05,5.34839e-05,1.001946e-06,1.209422e-05,0.000295709676
58,6,6,1,9.581414e-06,7.880255e-06,8.496161e-06,2.795122e-05,4.489579e-05,3.389602e-07,3.589368e-05,1.025102e-06,0.0001360625822
59,4,4,1,1.896763e-05,1.501753e-05,5.62796e-05,3.744373e-05,5.832919e-05,4.12122e-05,8.659582e-07,9.542769e-06,0.0002376586072
60,3,3,1,6.192075e-06,1.16808e-05,1.336738e-05,5.104475e-05,3.657746e-05,4.257617e-05,7.176607e-07,7.74432e-06,0.0001699006157
61,0,0,1,7.175671e-05,5.848432e-05,1.497958e-06,1.32094e-06,1.506365e-05,7.369189e-06,6.61938e-06,4.65467e-06,0.00016676681699999998
62,7,7,1,4.067419e-06,3.54123e-06,3.697769e-06,8.589378e-06,9.101279e-06,7.592404e-06,1.594833e-05,4.405745e-05,9.6595259e-05
63,0,0,1,7.159715e-05,5.751632e-05,1.540204e-06,1.022609e-06,1.348265e-05,7.953126e-06,7.270727e-06,5.547868e-06,0.000165930654
