global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,cosine_before_iter,cosine_after_iter,grad_norm,max_abs_grad,accepted,rejected,lr_used
4,1,skipped,first_or_last_layer_bar_fixed,,,,,,,,,,
4,2,optimized,,0,0.007411441113674604,0.006733565217579284,0.9964834570719009,0.996871685326688,0.08246175382058189,0.06797258081699521,True,True,0.0125
4,2,optimized,,1,0.006756151606126491,0.006227848940515285,0.9968597772116282,0.9971674247694032,0.07459804547984265,0.06363667595457248,True,True,0.0125
4,2,optimized,,2,0.0062273446206848005,0.005751417710501343,0.9971674206664165,0.9974530682567772,0.06740040562673483,0.056981554487677645,True,True,0.00625
4,2,optimized,,3,0.005752022800601345,0.0054379872119137565,0.9974535464443162,0.9976484657236573,0.059623761730792604,0.05019285765584791,True,True,0.00625
4,2,optimized,,4,0.0054277241429847,0.0051699895819643455,0.9976536090524979,0.9978173703862557,0.05304129597420495,0.04478606814065595,True,True,0.0125
4,2,optimized,,5,0.005178811134268411,0.004975338627456632,0.9978128990750174,0.997948051040579,0.04662871680596458,0.03918064672517575,True,True,0.1
4,2,optimized,,6,0.004980140054798974,0.0048336847549038395,0.9979464746377227,0.9980429009743504,0.04144842254226012,0.0344839520216732,True,True,0.0015625
4,2,optimized,,7,0.004834552022142933,0.0047043401061902645,0.9980437350353802,0.9981370116343968,0.036983786611928735,0.031082808169871738,True,True,0.00625
4,2,optimized,,8,0.004689553347740405,0.004578279342175643,0.9981467192436612,0.9982290262634158,0.03137722632878915,0.026125570393977816,True,True,0.0125
4,2,optimized,,9,0.004583915727842223,0.004531171087230245,0.9982209253846351,0.9982659128286283,0.026864894074811536,0.022132781280805536,True,True,0.00625
4,3,optimized,,0,0.030061187505286448,0.025141346679708958,0.9862877017791055,0.9883367615111106,0.22484706182319913,0.16480183595069892,True,True,0.05
4,3,optimized,,1,0.02522637703820034,0.02051180957817928,0.9883037970605167,0.9903165366640184,0.22002786214357292,0.16214316635411,True,True,0.003125
4,3,optimized,,2,0.020465792723733837,0.016348859113113273,0.9903369070932541,0.9921605129474075,0.20599002742180586,0.15723400318763062,True,True,0.025
4,3,optimized,,3,0.016403848585712158,0.013635513978790538,0.9921357973652606,0.993383184030812,0.18654039643502296,0.14437861873340305,True,True,0.025
4,3,optimized,,4,0.013627590938621294,0.011498996008741045,0.9933888956960456,0.9943625213017105,0.16603240179408824,0.12588822451626733,True,True,0.003125
4,3,optimized,,5,0.011498308256710171,0.009453477998358455,0.9943631992943669,0.9953189889451468,0.14572327908795596,0.1099789358973893,True,True,0.05
4,3,optimized,,6,0.00948717756522515,0.006735703143666387,0.9953033381340877,0.9966271385436897,0.12106871912400953,0.08991927398206441,True,True,0.003125
4,3,optimized,,7,0.006782202155544248,0.006413483794194974,0.9966039421504268,0.9967883383906896,0.06457294847340543,0.0423964164848728,True,True,0.0015625
4,3,optimized,,8,0.0064480233008824845,0.006136524276311601,0.9967709171680531,0.9969290547677211,0.05587363985466674,0.03850226459427504,True,True,0.00625
4,3,optimized,,9,0.006120038912130682,0.005995612806230096,0.9969375609880382,0.9970021421823365,0.04658548965586419,0.033510186943809174,True,True,0.1
4,3,optimized,,10,0.006039695019094305,0.0058734073837925106,0.9969792586136589,0.9970658706467149,0.04142771489656336,0.03010254765088869,True,False,0.05
4,3,optimized,,11,0.005820946420372299,0.005725520656704181,0.9970934355896819,0.997145056794894,0.034280115896520996,0.025570078783596788,True,True,0.0015625
4,3,optimized,,12,0.005752673114855021,0.005700266582356278,0.9971309495372472,0.997159475339581,0.22238359082449535,0.22018530893058014,True,True,0.0015625
4,4,optimized,,0,0.019730770474321396,0.017657969899722643,0.990085865969345,0.9911351093391869,0.1391029589704399,0.08349232720487013,True,True,0.05
4,4,optimized,,1,0.017844334719558135,0.01655713471057891,0.9910405258426059,0.9916931442517666,0.11264840415584162,0.07121678716022402,True,True,0.05
4,4,optimized,,2,0.016535296330406932,0.015790482670792604,0.9917042536308136,0.9920821505975471,0.08978523247054945,0.061143268300542335,True,False,0.0015625
4,4,optimized,,3,0.01588268360409664,0.015295044973496983,0.9920354878980232,0.9923334399784254,0.07319272245276215,0.0470130656469558,True,True,0.0125
4,4,optimized,,4,0.015321797824308344,0.01496640492578231,0.9923200677833877,0.9925009887121068,0.05519851806096252,0.0363861845685647,True,True,0.1
4,4,optimized,,5,0.015022975908447585,0.014717288278264457,0.9924729753497756,0.9926275702080539,0.04555918349456893,0.03178670403862843,True,True,0.05
4,4,optimized,,6,0.014800359023825718,0.014636472556926544,0.9925861028033999,0.992668881936685,0.03511630686620813,0.025192071972403238,True,True,0.025
