sample_index,label,prediction,correct,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7,output_power_norm_0,output_power_norm_1,output_power_norm_2,output_power_norm_3,output_power_norm_4,output_power_norm_5,output_power_norm_6,output_power_norm_7,predicted_output_index,predicted_class,predicted_output_power,output_power_sum,inference_correct
0,7,7,1,5.9069900000000005e-06,9.7065111e-06,8.542057830000002e-06,1.358814286e-05,9.779148179999999e-06,1.0779725699999999e-05,1.210409969e-05,4.9053710999999994e-06,0.07843353457587082,0.1288839110905764,0.1134221977958983,0.1804245601959174,0.12984839264982573,0.1431341492721933,0.1607193040017678,0.06513395041795016,3,3,1.358814286e-05,7.531204646e-05,False
1,2,2,1,2.5999435400000003e-05,2.25475901e-05,4.09189244e-05,3.6835282279999995e-05,1.896784867e-05,8.806327100000001e-06,1.1015265259999999e-05,9.721156099999999e-06,0.14872812384964113,0.12898206139136936,0.2340741159308906,0.21071389977092847,0.10850437722016881,0.050376036534595325,0.06301212740281002,0.05560925789959631,2,2,4.09189244e-05,0.00017481182931,True
2,1,1,1,5.349689499999999e-06,1.6186434e-05,1.4945302500000001e-05,3.231356378e-05,1.8219793419999998e-05,7.2379793e-06,5.782401489999999e-06,9.53668e-06,0.04882357825873803,0.14772439169205956,0.13639728926496825,0.29490754744393166,0.16628170848035392,0.0660569270027122,0.05277269487705004,0.0870358629801864,3,3,3.231356378e-05,0.00010957184399,False
3,0,0,1,5.06618783e-05,4.8246049199999996e-05,4.387637064e-05,7.87871912e-06,8.66819048e-06,9.5065948e-06,1.096461016e-05,9.3542577e-06,0.2678302498815818,0.2550586722528818,0.231957829175238,0.0416518175295604,0.045825454961063855,0.050257782503238646,0.05796576000631485,0.04945243369012061,0,0,5.06618783e-05,0.0001891566704,True
4,4,4,1,2.4493069300000004e-05,3.775088687e-05,4.55622277e-05,4.997948894e-05,6.962596942000002e-05,3.41188358e-05,3.882470462000001e-05,1.50029722e-05,0.07766746768178588,0.1197079773883006,0.14447772159775496,0.1584848470583319,0.22078379248863114,0.1081907516113817,0.12311305105925345,0.04757439111456039,4,4,6.962596942000002e-05,0.00031535815485,True
5,1,1,1,2.2066851799999996e-05,5.17091774e-05,2.5100792399999996e-05,3.4351271709999996e-05,1.8982498689999996e-05,8.0600084e-06,9.74872427e-06,1.00909814e-05,0.12251854034062713,0.2870972712683259,0.13936344314602717,0.19072352082200864,0.1053937395599252,0.04475040088415303,0.054126409991281405,0.05602667398765139,1,1,5.17091774e-05,0.00018011030607,True
6,4,4,1,3.2099261299999994e-05,4.880473864e-05,5.7830437399999995e-05,6.415162827e-05,8.806893537000001e-05,4.41771679e-05,4.905017089e-05,1.78318269e-05,0.07984609489234543,0.12140054427500356,0.14385174004942733,0.15957554133324842,0.21906923355338584,0.1098895799268277,0.12201105074554162,0.04435621522422007,4,4,8.806893537000001e-05,0.00040201416667000003,True
7,5,5,1,9.81751e-06,1.2528872770000001e-05,1.2724229600000002e-05,2.6154667560000002e-05,1.4653813960000001e-05,3.8671996900000005e-05,2.7847833710000003e-05,6.2765974e-06,0.06603312955984315,0.08426990946382547,0.08558389059201278,0.17591777870194245,0.09856238453197587,0.26011004640031465,0.18730611034095182,0.04221675040913375,5,5,3.8671996900000005e-05,0.00014867552190000002,True
8,0,0,1,5.09239924e-05,4.808189759999999e-05,4.419095506e-05,7.90670639e-06,8.9801278e-06,9.564556699999999e-06,1.111688791e-05,8.8340253e-06,0.2685876631072114,0.2535976443619184,0.23307570342896367,0.04170222506287539,0.04736375579629738,0.050446200536103714,0.05863363817428642,0.0465931695323437,0,0,5.09239924e-05,0.00018959914915999998,True
9,6,6,1,7.736047869999999e-06,1.6401212300000006e-05,1.2370125900000002e-05,2.8797474860000004e-05,2.61730975e-05,1.72983079e-05,3.525573386e-05,5.35998057e-06,0.051783555118852395,0.10978643041321438,0.08280314537011697,0.19276452935089927,0.17519747289546542,0.11579140869542345,0.2359948216808153,0.035878636475212625,6,6,3.525573386e-05,0.00014939198076000003,True
10,0,0,1,5.2513676200000016e-05,4.99893438e-05,4.507505745999999e-05,7.201414450000001e-06,8.31139638e-06,8.805113199999999e-06,9.961790231e-06,8.6474304e-06,0.27565478581288333,0.2624040603372495,0.23660798878977934,0.03780166427892459,0.0436281813562097,0.04621979965676428,0.052291428655287665,0.045392091112901656,0,0,5.2513676200000016e-05,0.000190505222121,True
