sample_index,label,prediction,correct,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7,output_power_norm_0,output_power_norm_1,output_power_norm_2,output_power_norm_3,output_power_norm_4,output_power_norm_5,output_power_norm_6,output_power_norm_7,predicted_output_index,predicted_class,predicted_output_power,output_power_sum,inference_correct
0,7,7,1,1.6386464e-05,2.3200264100000002e-05,2.05473514e-05,1.5027161409999999e-05,1.312926844e-05,1.06693098e-05,1.53711775e-05,3.83577954e-05,0.10731936365462916,0.15194477465250206,0.13457013526750208,0.09841692509479773,0.08598711315825094,0.06987618185168555,0.10066997907067403,0.2512155272499583,7,7,3.83577954e-05,0.00015268879205000002,True
1,2,2,1,3.4568706899999994e-05,2.70721012e-05,5.13141024e-05,3.156268350000001e-05,2.609125022e-05,6.636038e-06,6.52691446e-06,5.9648119e-06,0.18219313161921802,0.14268253977242035,0.27044913885642724,0.16634999295189787,0.13751299981204712,0.034975000605652756,0.0343998688964023,0.03143732748593434,2,2,5.13141024e-05,0.00018973660858,True
2,1,1,1,2.84007243e-05,6.105208200000001e-05,3.1443061800000003e-05,2.918842354e-05,2.4844189539999996e-05,6.154393200000001e-06,5.88800848e-06,6.091518199999999e-06,0.14710644923127014,0.3162297871817425,0.16286476096517685,0.15118647328398663,0.1286847641156131,0.031877740907652635,0.030497955312231522,0.03155206900232674,1,1,6.105208200000001e-05,0.00019306240106,True
3,0,0,1,5.8514741300000004e-05,5.05702583e-05,5.0447476289999994e-05,6.69894694e-06,7.81418768e-06,7.107008999999999e-06,7.99287025e-06,6.152038800000001e-06,0.29961844234000584,0.258939571191059,0.2583108791082389,0.03430123765207774,0.04001170796997207,0.03639067556257661,0.040926632860816776,0.031500853315253034,0,0,5.8514741300000004e-05,0.00019529752856,True
4,4,4,1,2.74297519e-05,3.5434033899999995e-05,3.7876051900000005e-05,2.415569578e-05,3.590048776e-05,1.5258885e-05,1.763867118e-05,5.596147e-06,0.13763756249766407,0.1778016102090809,0.19005521739884998,0.12120893764242578,0.18014219179881183,0.07656634101135157,0.08850768011915543,0.02808045932266034,2,2,3.7876051900000005e-05,0.00019928972442000002,False
5,1,1,1,2.84109664e-05,6.11094255e-05,3.15873916e-05,2.9256485889999997e-05,2.4915375279999995e-05,6.0278667e-06,5.746753559999999e-06,6.133897200000001e-06,0.14706370248960554,0.3163207560247832,0.16350583416567854,0.1514403655349894,0.1289694720695876,0.031202050030082765,0.02974692391417285,0.03175089577110001,1,1,6.11094255e-05,0.00019318816213,True
6,4,4,1,2.72413027e-05,3.587190380000001e-05,3.77858149e-05,2.428250289e-05,3.599177238e-05,1.54016563e-05,1.724157537e-05,5.39185376e-06,0.1367477734261464,0.18007226112600416,0.1896798443000858,0.12189498571305349,0.18067398570574505,0.07731429841274735,0.08655045128244129,0.02706640003377649,2,2,3.77858149e-05,0.0001992083821,False
7,5,5,1,1.59689094e-05,1.064548721e-05,2.21583232e-05,2.6746689550000003e-05,1.813904617e-05,3.188541340000001e-05,2.1211856170000003e-05,5.6809565e-06,0.10475765565340146,0.06983546937825758,0.145360834199634,0.17546098005586605,0.11899397165832819,0.20917152659927757,0.1391519150597936,0.03726764739544159,5,5,3.188541340000001e-05,0.0001524366816,True
8,0,0,1,5.846317139999999e-05,4.998530600000001e-05,4.965995225000001e-05,9.0853101e-06,6.399219040000001e-06,7.3936667e-06,9.71674328e-06,5.9017059999999995e-06,0.29736349109194454,0.2542421962326034,0.2525873368634817,0.04621096434376641,0.032548595439289535,0.03760669305535241,0.04942264736231864,0.030018075611243283,0,0,5.846317139999999e-05,0.00019660507477,True
9,6,6,1,2.25118696e-05,3.37066529e-05,3.0809345199999996e-05,2.80988507e-05,2.789408369e-05,1.47717695e-05,3.0834673709999995e-05,5.164806870000001e-06,0.11616508183860882,0.17393207060128324,0.15898146933793317,0.14499485600859874,0.1439382233567066,0.07622484686338828,0.15911216876402615,0.02665128322945506,1,1,3.37066529e-05,0.00019379205216999999,False
10,0,0,1,6.00665555e-05,5.14134591e-05,5.079661888e-05,7.789321009999999e-06,5.968863220000001e-06,6.905649900000001e-06,8.430445650000002e-06,5.804406399999999e-06,0.304635263701238,0.2607499720992211,0.25762158756781195,0.03950454358806946,0.030271857706595497,0.035022891870583925,0.042756089679667174,0.02943779378681292,0,0,6.00665555e-05,0.00019717531966,True
11,1,1,1,2.82763748e-05,6.0872049700000005e-05,3.1440054800000004e-05,2.9470965640000003e-05,2.4961294520000002e-05,6.4163143000000005e-06,6.22496282e-06,5.753503e-06,0.14619496336902996,0.31472164091166566,0.16255187209522684,0.15237125595710171,0.12905528250371645,0.03317373039109254,0.03218440192140449,0.029746852850762326,1,1,6.0872049700000005e-05,0.00019341551958000001,True
12,5,5,1,2.24115025e-05,2.746754738e-05,2.3335990300000002e-05,2.50278833e-05,1.4898184880000002e-05,3.41188653e-05,2.194872365e-05,5.746080400000001e-06,0.12809883098561997,0.15699798393347916,0.13338298390845357,0.14305344288159708,0.08515449006311107,0.19501533908696367,0.12545369687692423,0.03284323226385128,5,5,3.41188653e-05,0.00017495477771,True
13,7,7,1,1.7352375399999998e-05,2.47255337e-05,2.0486181199999995e-05,1.4248794359999999e-05,1.236873262e-05,1.0647321700000001e-05,1.541705616e-05,3.88928069e-05,0.11257629597703078,0.16041083343559115,0.1329073596581067,0.09244132023487729,0.08024412059975809,0.06907619339896616,0.10002060451980918,0.2523232721758605,7,7,3.88928069e-05,0.00015413880204000001,True
14,3,3,1,1.9795943499999997e-05,3.7314993919999996e-05,2.720905e-05,3.885367023e-05,2.53773022e-05,2.5415388899999996e-05,1.3530210310000002e-05,3.4870567699999997e-06,0.10365257466703812,0.19538322048114926,0.14246798020736792,0.20343980849427823,0.13287685485329312,0.13307627876635744,0.07084487457837028,0.01825840795214564,3,3,3.885367023e-05,0.00019098361583,True
15,4,4,1,2.7438305799999998e-05,3.53808172e-05,3.794976900000001e-05,2.415165802e-05,3.58434181e-05,1.52643752e-05,1.740013701e-05,5.66290365e-06,0.1378176456031686,0.17771144332169708,0.19061482341100358,0.12130940845951518,0.1800350039437201,0.07667019483642448,0.08739773998330312,0.028443740441167834,2,2,3.794976900000001e-05,0.00019909138398,False
16,6,6,1,2.2369383460000002e-05,3.3545278000000005e-05,3.1034248100000005e-05,2.8245358310000002e-05,2.826310736e-05,1.4966278199999999e-05,3.09382986e-05,5.19335066e-06,0.11497699189234059,0.17242027092651535,0.15951376123347955,0.14517907206572267,0.1452703008821805,0.07692557331036577,0.15902058783407397,0.02669344185532155,1,1,3.3545278000000005e-05,0.00019455530269000003,False
17,6,6,1,2.3122019599999998e-05,2.81151588e-05,2.78501902e-05,1.63744303e-05,2.3636789070000002e-05,1.47520374e-05,2.888767185e-05,5.404953990000001e-06,0.13751381297559245,0.16720955850250566,0.16563370816005527,0.09738380923507539,0.14057530647173694,0.08773493609669568,0.17180393290909532,0.0321449356492433,6,6,2.888767185e-05,0.00016814325121,True
18,5,5,1,2.23363841e-05,2.7631876749999993e-05,2.3881287400000002e-05,2.548342039e-05,1.566876785e-05,3.4047013700000005e-05,2.180991298e-05,5.739937200000001e-06,0.12648109358285964,0.15646713333008955,0.13522919972165803,0.14430137235860585,0.08872532294803939,0.19279322502367804,0.12349991978591579,0.03250273324915367,5,5,3.4047013700000005e-05,0.00017659860037,True
19,4,4,1,2.51258363e-05,2.49019789e-05,2.60110843e-05,1.412758821e-05,1.986845818e-05,1.50474378e-05,1.746502396e-05,5.49719922e-06,0.1697180115589306,0.16820591730076848,0.1756976147252746,0.09542791533369148,0.1342058896981419,0.10164124258314497,0.11797136234308268,0.037132046456965266,2,2,2.60110843e-05,0.00014804460687,False
