sample_index,label,prediction,correct,feature_csv_0,feature_csv_1,feature_csv_2,feature_csv_3,feature_csv_4,feature_csv_5,feature_csv_6,feature_csv_7,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,expected_output_power_from_csv_0,expected_output_power_from_csv_1,expected_output_power_from_csv_2,expected_output_power_from_csv_3,expected_output_power_from_csv_4,expected_output_power_from_csv_5,expected_output_power_from_csv_6,expected_output_power_from_csv_7,estimated_feature_diag_0,feature_error_diag_0,estimated_feature_diag_1,feature_error_diag_1,estimated_feature_diag_2,feature_error_diag_2,estimated_feature_diag_3,feature_error_diag_3,estimated_feature_diag_4,feature_error_diag_4,estimated_feature_diag_5,feature_error_diag_5,estimated_feature_diag_6,feature_error_diag_6,estimated_feature_diag_7,feature_error_diag_7,estimated_feature_lstsq_0,feature_error_lstsq_0,estimated_feature_lstsq_1,feature_error_lstsq_1,estimated_feature_lstsq_2,feature_error_lstsq_2,estimated_feature_lstsq_3,feature_error_lstsq_3,estimated_feature_lstsq_4,feature_error_lstsq_4,estimated_feature_lstsq_5,feature_error_lstsq_5,estimated_feature_lstsq_6,feature_error_lstsq_6,estimated_feature_lstsq_7,feature_error_lstsq_7,fitted_output_power_lstsq_0,fitted_output_power_lstsq_1,fitted_output_power_lstsq_2,fitted_output_power_lstsq_3,fitted_output_power_lstsq_4,fitted_output_power_lstsq_5,fitted_output_power_lstsq_6,fitted_output_power_lstsq_7,feature_mae_diag,feature_max_abs_error_diag,feature_mae_lstsq,feature_max_abs_error_lstsq,output_power_mae_vs_csv_expected,output_power_max_abs_error_vs_csv_expected
0,7,7,1,0.0485337525606,0.0458595342934,0.0544518083334,0.0657622739673,0.0749263688922,0.0799722149968,0.160903915763,0.469590127468,1.6386464e-05,2.3200264100000002e-05,2.05473514e-05,1.5027161409999999e-05,1.312926844e-05,1.06693098e-05,1.53711775e-05,3.83577954e-05,7.726402433654184e-06,8.982794664501033e-06,9.535700517852208e-06,1.2959663400331858e-05,1.0374941137757292e-05,1.1842479352726378e-05,1.5047350132546983e-05,3.906049611669703e-05,0.21613840485773997,0.16760465229713997,0.25672744509082956,0.21086791079742956,0.5646854708723523,0.5102336625389523,0.22706255961895844,0.16130028565165844,0.29693619496564466,0.22200982607344466,0.17062986644430575,0.09065765144750575,0.37442002226374005,0.21351610650074004,0.47051010716495845,0.0009199796969584506,0.06966281697202606,0.021129064411426056,0.13520868924639357,0.08934915495299356,0.26596671730911137,0.21151490897571137,0.07220169586106658,0.006439421893766575,-0.0327738682391662,-0.1077002371313662,-0.029052212896180464,-0.10902442789298047,0.3352615518823017,0.17435763611930172,0.450531190857427,-0.019058936610573007,1.6386463999999994e-05,2.3200264100000005e-05,2.0547351399999998e-05,1.5027161409999978e-05,1.3129268439999981e-05,1.066930979999998e-05,1.537117749999998e-05,3.8357795400000034e-05,0.19713875937547864,0.5102336625389523,0.09232172349851488,0.21151490897571137,5.113838104097482e-06,1.4217469435498968e-05
1,2,2,1,0.301127493382,3.94923372369e-05,0.26051941514,0.253521502018,0.0002314686717,0.0624659284949,0.0642028227448,0.0578919053078,3.4568706899999994e-05,2.70721012e-05,5.13141024e-05,3.156268350000001e-05,2.609125022e-05,6.636038e-06,6.52691446e-06,5.9648119e-06,2.6910728376500273e-05,1.999206494815943e-05,3.8812250672087526e-05,2.6905946158590455e-05,2.0647572465051946e-05,6.822313543636147e-06,6.536113234638943e-06,5.448763183937775e-06,0.4559632369351159,0.1548357435531159,0.2995720800573292,0.29953258772009234,1.410222053054298,1.1497026379142978,0.4769166649919592,0.22339516297395923,0.5900889754542439,0.5898575067825439,0.10612741582021902,0.04366148732531902,0.15898635335040057,0.09478353060560056,0.07316646478300522,0.015274559475205216,0.3714307276974339,0.0703032343154339,-0.0023488165128423555,-0.0023883088500792557,0.46203981687928564,0.20152040173928565,0.2769566722658982,0.023435170247898207,-0.06883977665942606,-0.06907124533112606,0.010086274379155139,-0.05237965411574486,0.15693282059104416,0.09272999784624415,0.05786045050390809,-3.1454803891911576e-05,3.45687069e-05,2.707210119999997e-05,5.13141024e-05,3.1562683499999987e-05,2.6091250219999968e-05,6.636037999999993e-06,6.526914459999986e-06,5.964811900000003e-06,0.3213804020437668,1.1497026379142978,0.063982433406213,0.20152040173928565,4.7564755792434616e-06,1.2501851727912477e-05
2,1,1,1,3.26168374158e-05,0.345546215773,0.262013673782,0.217885673046,0.00014526292216,0.0563939958811,0.059667006135,0.0583156608045,2.84007243e-05,6.105208200000001e-05,3.1443061800000003e-05,2.918842354e-05,2.4844189539999996e-05,6.154393200000001e-06,5.88800848e-06,6.091518199999999e-06,2.183565187910526e-05,4.5671092428068214e-05,2.560249102980076e-05,2.4538487788597757e-05,1.9454706609017802e-05,6.30060108018286e-06,5.904648979768988e-06,5.516491892830587e-06,0.3746071908501098,0.374574574012694,0.6755847675602894,0.3300385517872894,0.86412305958818,0.60210938580618,0.44104125718808396,0.22315558414208395,0.5618850085003569,0.561739745578197,0.09842466939724101,0.04203067351614101,0.14342351236076026,0.08375650622576025,0.07472068848563947,0.016405027681139467,-0.021211927861368267,-0.021244544698784066,0.4848124024726661,0.13926618669966612,0.33026930869638244,0.06825563491438241,0.24974296605101767,0.03185729300501766,0.029135476092696594,0.028990213170536593,0.07596120109663126,0.019567205215531264,0.008723027054574395,-0.050943979080425604,0.06582509716186961,0.007509436357369614,2.8400724300000005e-05,6.105208200000001e-05,3.14430618e-05,2.9188423539999983e-05,2.4844189539999972e-05,6.154393199999997e-06,5.8880084799999945e-06,6.09151819999999e-06,0.2792262560936856,0.60210938580618,0.045954311642714164,0.13926618669966612,4.820490766566435e-06,1.5380989571931795e-05
3,0,0,1,0.377824693918,0.33141374588,0.000204316718737,0.0104544525966,0.0771631747484,0.0668829903007,0.0722815841436,0.0637750849128,5.8514741300000004e-05,5.05702583e-05,5.0447476289999994e-05,6.69894694e-06,7.81418768e-06,7.107008999999999e-06,7.99287025e-06,6.152038800000001e-06,4.6161637142762805e-05,3.6295748274161434e-05,3.6219823395908266e-05,6.3305602115722866e-06,6.132552723970754e-06,7.69111355468158e-06,8.233440044964306e-06,5.99385961393873e-06,0.7718128111864352,0.3939881172684352,0.5595959233473691,0.22818217746736907,1.3864053010326418,1.3862009843139047,0.10122204702850725,0.09076759443190725,0.17672844203394308,0.09956526728554309,0.11365946056683805,0.04677647026613806,0.19469495144117524,0.12241336729757524,0.07546305528995503,0.011687970377155035,0.4478894748927128,0.0700647809747128,0.4159294711269083,0.08451572524690831,0.24038924076590013,0.24018492404716313,-0.012182467292653765,-0.022636919889253766,-0.06329635577673748,-0.1404595305251375,-0.04845016756625291,-0.1153331578669529,0.27851121650644284,0.20622963236284284,0.05346836623878702,-0.010306718674012977,5.8514741299999964e-05,5.057025829999995e-05,5.044747628999995e-05,6.6989469400000025e-06,7.814187679999998e-06,7.107009000000016e-06,7.99287025000001e-06,6.152038800000016e-06,0.29744774358850345,1.3862009843139047,0.11121642369837302,0.24018492404716313,5.48601778716645e-06,1.4274510025838565e-05
4,4,4,1,0.0841851308942,0.0608657002449,0.290374070406,2.31218364206e-05,0.297050505877,0.209460422397,2.5633336918e-05,0.0580153763294,2.74297519e-05,3.5434033899999995e-05,3.7876051900000005e-05,2.415569578e-05,3.590048776e-05,1.5258885e-05,1.763867118e-05,5.596147e-06,1.4163359479368186e-05,1.663793055460745e-05,2.0282626999005653e-05,2.238243512285407e-05,3.033241654267678e-05,1.527175356918525e-05,1.799337354342925e-05,5.122211808760883e-06,0.361800008916479,0.277614878022279,0.3921028206057724,0.3312371203608724,1.040915482758384,0.7505414123523839,0.364996020441606,0.3649728986051854,0.81193817321821,0.51488766734121,0.24402904765583058,0.03456862525883059,0.42965294336874255,0.4296273100318245,0.06864429243712115,0.010628916107721154,0.1317123295750434,0.04752719868084339,0.1606784745655273,0.09981277432062731,0.6876209924242467,0.3972469220182467,-0.051478686908945,-0.0515018087453656,0.11900402747406248,-0.17804647840293752,0.07441322808906507,-0.13504719430793494,0.2598538800322918,0.2598282466953738,0.048113124559411705,-0.009902251769988296,2.7429751899999993e-05,3.543403389999996e-05,3.787605189999999e-05,2.415569577999996e-05,3.590048775999993e-05,1.5258884999999976e-05,1.7638671179999968e-05,5.596147000000004e-06,0.3392598535100384,0.7505414123523839,0.1473641093676647,0.3972469220182467,7.229844833167685e-06,1.8796103345392544e-05
5,1,1,1,3.09886454488e-05,0.346715629101,0.264586389065,0.218158856034,0.00012334738858,0.0551868341863,0.0549744330347,0.0602234564722,2.84109664e-05,6.11094255e-05,3.15873916e-05,2.9256485889999997e-05,2.4915375279999995e-05,6.0278667e-06,5.746753559999999e-06,6.133897200000001e-06,2.1925026680117633e-05,4.5859201477192314e-05,2.5733169494298123e-05,2.4510067796224358e-05,1.951989341657067e-05,6.074280025769966e-06,5.707576902389726e-06,5.6564862893372975e-06,0.37474228473957816,0.37471129609412934,0.6762193142268319,0.3295036851258319,0.8680895533462958,0.6035031642812958,0.44206968903778754,0.22391083300378753,0.5634949704619096,0.5633716230733296,0.0964011833235059,0.041214349137205904,0.1399827434091778,0.08500831037447779,0.07524052409202951,0.01501706761982951,-0.02102749495286145,-0.02105848359831025,0.48395660890845527,0.13724097980745525,0.33374285218098093,0.06915646311598095,0.25102238322426934,0.03286352719026933,0.027370129989651805,0.027246782601071804,0.07471708139358904,0.01953024720728904,0.007397175672258522,-0.04757725736244148,0.0663861666198722,0.006162710147672203,2.841096639999999e-05,6.110942549999998e-05,3.158739159999999e-05,2.9256485889999977e-05,2.491537527999997e-05,6.027866699999995e-06,5.746753559999991e-06,6.133897199999992e-06,0.2795300410887359,0.6035031642812958,0.04510455637881129,0.13724097980745525,4.786910837454979e-06,1.5250224022807681e-05
6,4,4,1,0.0785397663713,0.0654622614384,0.300817131996,2.45972569246e-05,0.286758214235,0.21403747797,2.87119764835e-05,0.0543317869306,2.72413027e-05,3.587190380000001e-05,3.77858149e-05,2.428250289e-05,3.599177238e-05,1.54016563e-05,1.724157537e-05,5.39185376e-06,1.4077250132602642e-05,1.722166027951199e-05,2.031240855950836e-05,2.2588716461551045e-05,3.0421736470305302e-05,1.5509425604514627e-05,1.7555024562050673e-05,4.8268963596039924e-06,0.35931435310417453,0.28077458673287453,0.396948162892595,0.331485901454195,1.0384355756480637,0.7376184436520636,0.36691209402256336,0.36688749676563875,0.8140026985834699,0.5272444843484698,0.246312330108748,0.032274852138748006,0.4199802542061174,0.4199515422296339,0.06613836024672534,0.011806573316125342,0.12556349724990568,0.047023730878605674,0.16433583355243364,0.09887357211403364,0.6965030934987229,0.39568596150272284,-0.052143041510915464,-0.052167638767840065,0.11132170980118516,-0.1754365044338148,0.07821347700877469,-0.13582400096122532,0.25810735968844056,0.25807864771195704,0.04565097431428601,-0.008680812616313989,2.724130269999998e-05,3.587190379999997e-05,3.778581489999998e-05,2.428250288999996e-05,3.599177237999996e-05,1.540165629999998e-05,1.724157536999997e-05,5.391853760000001e-06,0.3385054850797186,0.7376184436520636,0.14647135862331417,0.39568596150272284,7.1922125829352485e-06,1.865024352048802e-05
7,5,5,1,0.0821578502655,0.0635116994381,0.0774903446436,0.0445003062487,6.78123687976e-05,0.362373530865,0.369786739349,0.000111734851089,1.59689094e-05,1.064548721e-05,2.21583232e-05,2.6746689550000003e-05,1.813904617e-05,3.188541340000001e-05,2.1211856170000003e-05,5.6809565e-06,1.1242364160731028e-05,1.068453096517334e-05,1.1976498517800476e-05,2.3968321450564438e-05,1.4962751679566366e-05,3.537219197848029e-05,2.1366319046019355e-05,1.6537945507633487e-06,0.2106308356112563,0.1284729853457563,0.11779989750937377,0.05428819807127376,0.6089584456093824,0.5314681009657825,0.4041463071339066,0.3596460008852066,0.41023910621069987,0.41017129384190226,0.5099302515298111,0.14755672066481107,0.5166906477676582,0.14690390841865814,0.0696845953668773,0.0695728605157883,0.1697770187203236,0.0876191684548236,-0.005843880214360636,-0.06935557965246064,0.2083667161572135,0.1308763715136135,0.08683061241662822,0.04233030616792822,-0.04211930136199566,-0.04218711373079326,0.2723029033815347,-0.09007062748346534,0.43157214400702115,0.061785404658021126,0.04554487477249499,0.04543313992140599,1.5968909400000007e-05,1.0645487209999992e-05,2.21583232e-05,2.6746689549999962e-05,1.813904616999997e-05,3.188541339999998e-05,2.1211856169999982e-05,5.680956500000014e-06,0.23101000858864737,0.5314681009657825,0.07120721394781394,0.1308763715136135,3.5713099587809156e-06,1.0181824682199525e-05
8,0,0,1,0.381147801876,0.329399049282,0.000135435257107,0.00807543098927,0.0832963138819,0.068569727242,0.0697367116809,0.0596395209432,5.846317139999999e-05,4.998530600000001e-05,4.965995225000001e-05,9.0853101e-06,6.399219040000001e-06,7.3936667e-06,9.71674328e-06,5.9017059999999995e-06,4.631395045862397e-05,3.611533827042009e-05,3.6363479814814966e-05,6.3377189022371816e-06,6.356010597672398e-06,7.73613374727447e-06,8.400141785517013e-06,5.64816356434434e-06,0.7711326012323734,0.38998479935637337,0.5531230095550212,0.22372396027302127,1.364762444262757,1.36462700900565,0.13728033591661376,0.12920490492734377,0.14472700906169497,0.06143069517979498,0.11824385880656599,0.04967413156456599,0.2366860466759067,0.1669493349950067,0.0723923857864907,0.012752864843290697,0.4610821790486725,0.07993437717267249,0.4187396984679368,0.08934064918593682,0.12543397611335638,0.1252985408562494,0.0570646508439681,0.0489892198546981,-0.03673102460728253,-0.12002733848918253,-0.0406101804966197,-0.1091799077386197,0.27202406066159124,0.20228734898069123,0.05104768809959727,-0.00859183284360273,5.8463171399999966e-05,4.998530599999997e-05,4.965995224999997e-05,9.085310100000005e-06,6.399219040000004e-06,7.393666700000019e-06,9.716743280000014e-06,5.901706000000015e-06,0.2997934625181308,1.36462700900565,0.09795615189020664,0.20228734898069123,5.502383965455564e-06,1.3869967729579914e-05
9,6,6,1,0.0611656270921,0.063919775188,0.0645623728633,0.163718357682,0.324533581734,2.36042287725e-05,0.322052955627,2.3782482458e-05,2.25118696e-05,3.37066529e-05,3.0809345199999996e-05,2.80988507e-05,2.789408369e-05,1.47717695e-05,3.0834673709999995e-05,5.164806870000001e-06,1.0316148198492992e-05,1.532433710223348e-05,1.6025550910248528e-05,2.4944474421556297e-05,2.3712107973306043e-05,1.2821423891366298e-05,3.0321176318683002e-05,1.518047378775647e-06,0.2969328578581351,0.23576723076603512,0.3729881196300865,0.3090683444420865,0.8467071625363278,0.7821447896730278,0.4245776556340964,0.2608592979520964,0.6308624970853173,0.3063289153513173,0.23623881058651694,0.23621520635774443,0.7510887970029204,0.42903584137592043,0.06335332384326796,0.06332954136080995,0.09740227789134319,0.03623665079924319,0.18072933107638162,0.11680955588838161,0.3600392915073314,0.29547691864403136,0.14621201728624145,-0.017506340395758546,0.1668719840160782,-0.1576615977179218,-0.08593732080335377,-0.08596092503212627,0.5473247713057231,0.22527181567872312,0.031100079151137064,0.031076296668679063,2.251186960000002e-05,3.3706652899999993e-05,3.08093452e-05,2.8098850699999953e-05,2.7894083689999945e-05,1.4771769499999973e-05,3.083467370999996e-05,5.164806870000006e-06,0.32784364590987974,0.7821447896730278,0.12075001260310812,0.29547691864403136,7.351098246917213e-06,1.838231579776652e-05
10,0,0,1,0.393203645945,0.345258206129,0.000126134444145,0.00693844957277,0.0749541372061,0.0630519092083,0.0589171387255,0.0575502961874,6.00665555e-05,5.14134591e-05,5.079661888e-05,7.789321009999999e-06,5.968863220000001e-06,6.905649900000001e-06,8.430445650000002e-06,5.804406399999999e-06,4.8005125530633704e-05,3.7648330848513383e-05,3.7522202212044395e-05,5.714421197760507e-06,5.7884914545418735e-06,6.998461883987719e-06,7.447108544901804e-06,5.452280788969638e-06,0.792281329948237,0.39907768400323695,0.5689265407123043,0.22366833458330432,1.3960004913809096,1.3958743569367646,0.11769775528246824,0.11075930570969825,0.1349939290918471,0.060039791885747096,0.11043920761848469,0.047387298410184686,0.20535366584415873,0.14643652711865873,0.07119887493046512,0.013648578743065118,0.4698135498029635,0.07660990385796351,0.43290304230638904,0.08764483617738905,0.15066864373705563,0.15054250929291063,0.03708103261204236,0.03014258303927236,-0.0542916794020379,-0.1292458166081379,-0.04512713429677868,-0.10817904350507868,0.2674183792941319,0.20850124056863192,0.049836717791778624,-0.007713578395621375,6.006655549999997e-05,5.1413459099999964e-05,5.0796618879999974e-05,7.789321010000004e-06,5.968863219999997e-06,6.905649900000012e-06,8.43044565000001e-06,5.804406400000014e-06,0.2996114846738325,1.3958743569367646,0.09982243893062569,0.20850124056863192,5.348065145827802e-06,1.3765128251486614e-05
