local_sample_row,sample_index,label,active_input_channel,upload_voltage,component_output_power_sum,component_output_power_0,component_output_power_1,component_output_power_2,component_output_power_3,component_output_power_4,component_output_power_5,component_output_power_6,component_output_power_7
0,0,7,1,4.13,2.1309441439999997e-05,6.515882e-06,2.656632e-06,1.068424e-05,2.845269e-08,7.942084e-08,6.920191e-07,3.339591e-08,6.193989e-07
0,0,7,2,4.028,2.6264776789999997e-05,5.971481e-06,1.450225e-05,4.21484e-06,1.020916e-07,9.46937e-08,6.965797e-07,2.216449e-08,6.606763e-07
0,0,7,3,4.004,9.8252875e-06,1.868195e-07,1.824223e-06,1.449459e-06,1.857729e-06,2.958101e-06,7.917611e-07,1.011626e-07,6.560323e-07
0,0,7,4,4.04,1.577904e-05,1.145573e-07,3.194852e-06,1.66473e-06,6.054816e-06,3.007619e-06,5.919555e-07,7.049814e-07,4.455288e-07
0,0,7,5,3.817,1.4025358600000001e-05,1.130881e-06,5.709052e-07,1.413937e-06,1.578108e-06,4.492535e-06,9.824514e-07,3.584128e-06,2.72413e-07
0,0,7,6,4.184,9.2710503e-06,7.831708e-07,1.317319e-07,2.754694e-07,2.599995e-06,1.765506e-06,2.256036e-06,9.272751e-07,5.318661e-07
0,0,7,7,3.795,1.61293149e-05,8.383786e-07,1.539909e-07,4.385465e-07,2.754339e-06,6.137419e-07,3.403128e-06,6.89467e-06,1.03252e-06
0,0,7,8,3.936,4.008452252e-05,8.452938e-07,1.656791e-07,4.061295e-07,5.163012e-08,1.17651e-07,1.255379e-06,3.1034e-06,3.413936e-05
1,1,2,1,3.967,6.711757253e-05,2.75548e-05,6.980836e-06,3.092259e-05,2.562141e-08,2.437734e-07,7.254959e-07,4.026272e-08,6.241931e-07
1,1,2,2,4.261,2.7505018800000002e-06,7.858363e-07,1.482409e-07,3.703834e-07,4.77185e-08,9.250282e-08,6.665749e-07,2.341856e-08,6.158265e-07
1,1,2,3,3.791,5.05943666e-05,2.892906e-06,9.927258e-06,1.136119e-05,9.426898e-06,1.504962e-05,1.005987e-06,2.434539e-07,6.870537e-07
1,1,2,4,3.885,4.7673897700000004e-05,1.454406e-07,9.428558e-06,7.205584e-06,1.872301e-05,8.84552e-06,4.992667e-07,2.478535e-06,3.479834e-07
1,1,2,5,3.975,2.75045166e-06,7.893579e-07,1.488219e-07,3.788405e-07,4.214748e-08,1.009635e-07,6.659664e-07,1.669858e-08,6.076554e-07
1,1,2,6,4.198,7.7362999e-06,7.837992e-07,1.343185e-07,2.849119e-07,2.129447e-06,1.4686e-06,1.652898e-06,7.389799e-07,5.433454e-07
1,1,2,7,3.879,6.6063649e-06,8.162483e-07,1.503154e-07,4.097519e-07,1.123624e-06,1.887508e-07,6.584821e-07,2.529137e-06,7.300554e-07
1,1,2,8,4.188,4.50715341e-06,8.003186e-07,1.537525e-07,3.808507e-07,4.421711e-08,1.015197e-07,7.61367e-07,4.564288e-07,1.808699e-06
2,2,1,1,4.318,2.75163003e-06,7.864204e-07,1.486189e-07,3.712556e-07,4.807873e-08,9.208626e-08,6.668861e-07,2.307334e-08,6.152107e-07
2,2,1,2,3.846,7.755181141e-05,2.142156e-05,4.205284e-05,1.208429e-05,3.170108e-07,2.512503e-07,7.136669e-07,1.871071e-08,6.924827e-07
2,2,1,3,3.79,5.07903545e-05,2.910797e-06,9.970308e-06,1.140914e-05,9.467275e-06,1.509664e-05,1.003231e-06,2.442091e-07,6.887544e-07
2,2,1,4,3.909,4.17449848e-05,1.084274e-07,8.292327e-06,6.128957e-06,1.642006e-05,7.774188e-06,5.108244e-07,2.151522e-06,3.58679e-07
2,2,1,5,3.976,2.74218816e-06,7.832008e-07,1.482166e-07,3.743145e-07,4.458085e-08,9.748718e-08,6.638359e-07,1.919483e-08,6.113575e-07
2,2,1,6,4.209,6.6654014e-06,7.82118e-07,1.359953e-07,2.901721e-07,1.789235e-06,1.255424e-06,1.255105e-06,6.076618e-07,5.496902e-07
2,2,1,7,3.883,6.266121e-06,8.120199e-07,1.500654e-07,4.073322e-07,1.058648e-06,1.756253e-07,5.828815e-07,2.36517e-06,7.143787e-07
2,2,1,8,4.187,4.54990976e-06,7.961808e-07,1.537108e-07,3.776004e-07,4.353516e-08,1.014885e-07,7.579624e-07,4.584667e-07,1.860965e-06
3,3,0,1,3.934,7.858205842e-05,3.312543e-05,7.971231e-06,3.576894e-05,2.662104e-08,2.924918e-07,7.300599e-07,4.149768e-08,6.25787e-07
3,3,0,2,3.853,7.507043175e-05,2.06924e-05,4.070149e-05,1.171428e-05,3.044524e-07,2.426629e-07,7.087767e-07,1.869105e-08,6.876787e-07
3,3,0,3,4.163,2.7018592600000004e-06,7.685593e-07,1.433635e-07,3.542416e-07,4.578908e-08,8.868498e-08,6.633338e-07,2.36275e-08,6.142595e-07
3,3,0,4,4.147,4.33397161e-06,3.975672e-07,7.289339e-07,9.723969e-08,1.161083e-06,6.915396e-07,6.379194e-07,8.472742e-08,5.349614e-07
3,3,0,5,3.814,1.4438992e-05,1.137586e-06,5.877254e-07,1.441196e-06,1.644202e-06,4.644912e-06,9.966363e-07,3.720105e-06,2.666293e-07
3,3,0,6,4.195,8.071823399999999e-06,7.80338e-07,1.326692e-07,2.805324e-07,2.234666e-06,1.536857e-06,1.78719e-06,7.791552e-07,5.404156e-07
3,3,0,7,3.872,7.2229518e-06,8.138409e-07,1.50663e-07,4.110312e-07,1.238091e-06,2.151769e-07,8.155845e-07,2.832698e-06,7.458663e-07
3,3,0,8,4.182,4.87544032e-06,7.990199e-07,1.541823e-07,3.800154e-07,4.404242e-08,1.018625e-07,7.675084e-07,4.923684e-07,2.136441e-06
4,4,4,1,4.083,3.210755834e-05,1.12208e-05,3.745183e-06,1.565313e-05,2.62357e-08,1.109209e-07,6.968927e-07,3.527084e-08,6.191252e-07
4,4,4,2,3.994,3.407090768e-05,8.233394e-06,1.87726e-05,5.434008e-06,1.314269e-07,1.151143e-07,6.995262e-07,2.143888e-08,6.633994e-07
4,4,4,3,3.775,5.46324299e-05,3.230416e-06,1.070108e-05,1.236942e-05,1.016678e-05,1.620726e-05,1.019873e-06,2.525352e-07,6.850657e-07
4,4,4,4,4.23,2.74470891e-06,7.849897e-07,1.48278e-07,3.716197e-07,4.803806e-08,9.184662e-08,6.648118e-07,2.300763e-08,6.121174e-07
4,4,4,5,3.663,4.37671517e-05,1.595441e-06,1.648902e-06,3.071029e-06,6.638102e-06,1.46349e-05,2.012622e-06,1.408489e-05,8.12657e-08
4,4,4,6,4.085,2.46646224e-05,7.802169e-07,1.164394e-07,2.2813e-07,7.053727e-06,4.54656e-06,8.740771e-06,2.737038e-06,4.617401e-07
4,4,4,7,3.995,2.74534483e-06,7.836763e-07,1.481847e-07,3.698082e-07,4.733016e-08,9.235904e-08,6.648398e-07,2.342613e-08,6.157205e-07
4,4,4,8,4.187,4.557000659999999e-06,8.00818e-07,1.533668e-07,3.78907e-07,4.405596e-08,1.015269e-07,7.595485e-07,4.610645e-07,1.857713e-06
5,5,1,1,4.318,2.74704334e-06,7.830493e-07,1.480074e-07,3.708866e-07,4.843291e-08,9.209059e-08,6.660653e-07,2.343234e-08,6.150789e-07
5,5,1,2,3.846,7.751524494e-05,2.140068e-05,4.202967e-05,1.209854e-05,3.148031e-07,2.519163e-07,7.12198e-07,1.856344e-08,6.888741e-07
5,5,1,3,3.789,5.1050482800000006e-05,2.933358e-06,1.000843e-05,1.149371e-05,9.51716e-06,1.516575e-05,1.004558e-06,2.425689e-07,6.849479e-07
5,5,1,4,3.908,4.20131684e-05,1.109146e-07,8.334803e-06,6.170477e-06,1.654303e-05,7.819847e-06,5.118046e-07,2.162601e-06,3.596912e-07
5,5,1,5,3.976,2.73630471e-06,7.831997e-07,1.483022e-07,3.741839e-07,4.418394e-08,9.749439e-08,6.60283e-07,1.935588e-08,6.093017e-07
5,5,1,6,4.211,6.5045965e-06,7.822443e-07,1.354584e-07,2.924668e-07,1.739752e-06,1.22282e-06,1.193824e-06,5.859003e-07,5.521307e-07
5,5,1,7,3.887,5.9930859999999995e-06,8.129709e-07,1.504483e-07,4.07628e-07,1.005286e-06,1.637695e-07,5.147046e-07,2.226279e-06,7.119997e-07
5,5,1,8,4.186,4.628235440000001e-06,8.045496e-07,1.543062e-07,3.794993e-07,4.383794e-08,1.016875e-07,7.644292e-07,4.680527e-07,1.911873e-06
6,6,4,1,4.087,3.110824973e-05,1.077674e-05,3.643425e-06,1.519613e-05,2.598219e-08,1.070516e-07,7.02822e-07,3.513834e-08,6.209606e-07
6,6,4,2,3.992,3.4634078370000004e-05,8.395375e-06,1.908541e-05,5.515401e-06,1.337627e-07,1.166703e-07,7.008563e-07,2.128297e-08,6.653201e-07
6,6,4,3,3.77,5.5964820999999994e-05,3.333347e-06,1.0965e-05,1.271056e-05,1.038026e-05,1.660419e-05,1.026743e-06,2.566814e-07,6.880396e-07
6,6,4,4,4.23,2.74755246e-06,7.856497e-07,1.484817e-07,3.717358e-07,4.854824e-08,9.200101e-08,6.655458e-07,2.320931e-08,6.123809e-07
6,6,4,5,3.668,4.265270196e-05,1.579342e-06,1.611912e-06,3.015516e-06,6.435453e-06,1.427894e-05,1.975586e-06,1.367159e-05,8.436296e-08
6,6,4,6,4.083,2.5035080499999997e-05,7.828698e-07,1.155398e-07,2.273894e-07,7.1667e-06,4.599126e-06,8.910103e-06,2.774319e-06,4.590335e-07
6,6,4,7,3.995,2.7483222600000003e-06,7.854037e-07,1.485185e-07,3.700731e-07,4.750904e-08,9.222687e-08,6.657573e-07,2.322165e-08,6.156121e-07
6,6,4,8,4.191,4.31757582e-06,8.025755e-07,1.536168e-07,3.790096e-07,4.428772e-08,1.015666e-07,7.542429e-07,4.361327e-07,1.646144e-06
7,7,5,1,4.084,3.192735213e-05,1.114197e-05,3.725503e-06,1.556781e-05,2.59039e-08,1.095579e-07,7.017319e-07,3.515553e-08,6.197199e-07
7,7,5,2,3.993,2.7478251900000003e-06,7.851123e-07,1.484024e-07,3.715851e-07,4.785622e-08,9.209366e-08,6.665197e-07,2.290391e-08,6.133519e-07
7,7,5,3,3.937,1.9478920400000002e-05,6.451594e-07,3.776894e-06,3.699285e-06,3.733601e-06,5.950645e-06,8.567807e-07,1.448068e-07,6.717485e-07
7,7,5,4,4.066,1.2100672499999999e-05,1.615928e-07,2.437019e-06,1.095315e-06,4.529541e-06,2.302255e-06,6.063842e-07,5.015641e-07,4.670014e-07
7,7,5,5,3.976,2.75128723e-06,7.891831e-07,1.486213e-07,3.762361e-07,4.449263e-08,9.736454e-08,6.652649e-07,1.903456e-08,6.110901e-07
7,7,5,6,3.996,4.453875601e-05,7.843833e-07,9.984741e-08,2.032916e-07,1.249404e-05,7.902401e-06,1.76475e-05,5.018782e-06,3.885107e-07
7,7,5,7,3.679,3.61392912e-05,8.743749e-07,1.607242e-07,4.738311e-07,5.82344e-06,1.592481e-06,1.007601e-05,1.544648e-05,1.69195e-06
7,7,5,8,4.294,2.7525769400000003e-06,7.871336e-07,1.484759e-07,3.709693e-07,4.78148e-08,9.224807e-08,6.65222e-07,2.312927e-08,6.17584e-07
8,8,0,1,3.933,7.918611676e-05,3.336801e-05,8.001327e-06,3.60872e-05,2.685682e-08,2.950884e-07,7.356684e-07,4.277354e-08,6.291926e-07
8,8,0,2,3.853,7.509361755000001e-05,2.067631e-05,4.071173e-05,1.173516e-05,3.042039e-07,2.431209e-07,7.132195e-07,1.895985e-08,6.909134e-07
8,8,0,3,4.164,2.7537039e-06,7.885565e-07,1.484111e-07,3.720249e-07,4.872351e-08,9.214314e-08,6.661949e-07,2.338525e-08,6.142646e-07
