global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,cosine_before_iter,cosine_after_iter,grad_norm,max_abs_grad,accepted,rejected,lr_used
3,1,skipped,first_or_last_layer_bar_fixed,,,,,,,,,,
3,2,optimized,,0,0.006813253219309216,0.006288341409495128,0.9968440351707533,0.9971462438733364,0.07620672961845283,0.06309933340912924,True,True,0.0015625
3,2,optimized,,1,0.006289876062134711,0.0057746060711195745,0.9971451525878227,0.9974467824720551,0.06952865586427225,0.05896541964806294,True,True,0.003125
3,2,optimized,,2,0.00578086704282033,0.005424565619136555,0.9974433414163135,0.9976572689569081,0.06307288979141171,0.053658725099818144,True,True,0.0125
3,2,optimized,,3,0.0054276823510368034,0.0052255374430030515,0.9976542368063344,0.9977819364874438,0.03665194980748154,0.03144688653992147,True,True,0.05
3,2,optimized,,4,0.005227506087426184,0.004964373890667902,0.9977787612121735,0.9979452905310287,0.05333272007766587,0.04373917864233241,True,True,0.003125
3,2,optimized,,5,0.004978671373166742,0.27275913070578445,0.9979362135211437,0.8605305053813461,0.04770809848060933,0.040504923688008614,True,True,0.0015625
3,2,optimized,,6,0.0047368533250796456,0.004572697273139136,0.9980916088139139,0.9982044443497453,0.04144238744046865,0.03545509521564154,True,True,0.1
3,2,optimized,,7,0.0045551833888697445,0.004442824055846345,0.9982154603224961,0.9982948930028177,0.03639078016933029,0.030849633831304495,True,True,0.003125
3,2,optimized,,8,0.004440168895672411,0.0043309302402995764,0.9982952987637996,0.9983765060881333,0.03200595594976578,0.027173120519671363,True,True,0.0015625
3,2,optimized,,9,0.004341304109953774,0.004257485425124409,0.9983689467688458,0.9984297910182114,0.028083209558756345,0.02367315075318317,True,True,0.025
3,3,optimized,,0,0.011228014226972425,0.009455012617627394,0.9946879427437728,0.995534967313584,0.09954398987924436,0.05715357606302799,True,True,0.00625
3,3,optimized,,1,0.009424064839588898,0.009254468676585801,0.9955506630835316,0.9956511978556097,0.08698503654779847,0.052201775929221074,True,True,0.05
3,3,optimized,,2,0.009263938988602605,0.008669929358140963,0.9956477351874846,0.9959239722120806,0.07924256484709595,0.05361939278257369,True,False,0.00625
3,3,optimized,,3,0.008663627486862077,0.008010359555661904,0.9959255989135716,0.996248100253779,0.07869527710812065,0.04819198056560101,True,True,0.00625
3,3,optimized,,4,0.007982804200093868,0.007188342711862071,0.9962624968461083,0.9966297913206347,0.07116947258607004,0.044373470094447295,True,True,0.05
3,3,optimized,,5,0.0071222927765251095,0.00694811306467627,0.9966536424840635,0.9967567992611007,0.05403867741144558,0.042226276937398916,True,True,0.0015625
3,3,optimized,,6,0.006960377062308672,0.006608813563553852,0.9967497017010388,0.9969200823578158,0.05586175388855659,0.0390130561227331,True,True,0.05
3,3,optimized,,7,0.0065593146070442865,0.0063838722077352,0.996948352117145,0.9970397924308216,0.052242734634881625,0.035496293334240335,True,True,0.00625
3,3,optimized,,8,0.006349800771490612,0.006172889961501081,0.9970582159184723,0.9971445583921607,0.04909958661796146,0.03344942728996128,True,True,0.003125
3,3,optimized,,9,0.006185593743280943,0.005947503243227083,0.9971367354239559,0.9972560150533784,0.04624133516477073,0.032104282944729216,True,True,0.00625
3,3,optimized,,10,0.005966691539166396,0.005790419299316663,0.9972477699889226,0.9973359359466264,0.0436366974523709,0.029988753021394518,True,True,0.00625
3,3,optimized,,11,0.005795418726997072,0.005606221747083908,0.9973327777570132,0.9974301553779398,0.040077998781143896,0.027697242616638158,True,True,0.1
3,3,optimized,,12,0.0056396851920258685,0.00548077508764887,0.9974099990275133,0.9974878267029784,0.03726567991923809,0.02591637306951465,True,True,0.1
3,3,optimized,,13,0.005448957506481095,0.005339279361218266,0.9975039798235433,0.9975558116839274,0.5083809854444515,0.5071728694715931,True,True,0.05
3,3,optimized,,14,0.005329495540420212,0.005232864343251317,0.9975619886804811,0.9976083598993897,0.033021176233898254,0.022232007194637554,True,True,0.0125
3,3,optimized,,15,0.005218369750397518,0.0058213155745714335,0.997615488158311,0.9973601257302025,0.029856269458988605,0.018994587495993545,True,True,0.0125
3,3,optimized,,16,0.005178284389687814,0.005111277022967111,0.9976355445438452,0.9976715960977355,0.029111836260570418,0.01922601672919259,True,True,0.00625
3,3,optimized,,17,0.005158481931107602,0.005056655254662423,0.9977372295991326,0.9976996185442123,0.0267646976778008,0.0164457730991461,True,True,0.00625
