sample_index,label,prediction,correct,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,measured_output_power_sum
0,7,7,1,5.135591e-05,8.267593e-07,2.413179e-06,6.094206e-06,8.198738e-07,2.214281e-05,1.148463e-05,3.483054e-05,0.00012996790810000002
1,2,2,1,6.993038e-05,5.563399e-05,2.143431e-05,6.779986e-06,5.661424e-06,8.19097e-06,2.11896e-06,2.744421e-06,0.000172494441
2,1,1,1,5.816228e-05,1.620614e-05,7.812437e-05,7.56609e-06,5.319906e-06,6.837721e-06,2.043694e-06,2.563274e-06,0.000176823475
3,0,0,1,0.0001714895,4.118535e-06,2.402783e-06,1.587576e-05,9.384943e-06,9.085276e-06,6.040237e-06,3.438904e-06,0.00022183593799999997
4,4,4,1,6.895187e-05,7.32478e-06,4.925013e-06,3.754424e-05,1.758715e-05,1.625978e-05,1.971992e-05,3.813839e-06,0.000176126592
5,1,1,1,5.824161e-05,1.636693e-05,7.84436e-05,7.680941e-06,5.312646e-06,6.556632e-06,1.960693e-06,2.591265e-06,0.00017715431699999999
6,4,4,1,6.850296e-05,7.758566e-06,5.182048e-06,3.834747e-05,1.721278e-05,1.615473e-05,1.940128e-05,3.509784e-06,0.00017606961800000002
7,5,5,1,7.758074e-05,1.663631e-06,5.032202e-06,5.145203e-06,4.034915e-06,5.831424e-05,7.878476e-06,2.952254e-06,0.000162601661
8,0,0,1,0.0001254078,1.776893e-05,8.4681e-06,3.938781e-06,8.582297e-07,1.072533e-05,7.086917e-06,3.393266e-06,0.0001776473537
9,6,6,1,7.210102e-05,1.165691e-06,3.647386e-06,3.576707e-05,1.41968e-05,1.027771e-05,3.772335e-05,1.511279e-06,0.00017639030599999998
10,0,0,1,0.0001286679,1.891031e-05,8.790513e-06,3.317836e-06,8.646317e-07,9.396143e-06,6.004268e-06,3.08488e-06,0.0001790364817
11,1,1,1,5.79135e-05,1.624796e-05,7.809508e-05,7.29158e-06,5.366252e-06,8.121859e-06,2.294111e-06,2.310177e-06,0.00017764051899999997
12,5,5,1,6.903111e-05,6.865692e-07,2.185446e-06,3.157322e-06,4.358854e-06,6.296316e-05,7.518807e-06,3.030057e-06,0.0001529313252
13,7,7,1,5.282656e-05,9.009873e-07,2.135679e-06,5.859928e-06,6.528563e-07,2.204543e-05,1.153354e-05,3.527904e-05,0.0001312340206
14,3,3,1,5.43976e-05,3.062845e-06,5.454476e-06,1.68896e-05,2.619341e-05,3.088599e-05,2.888145e-05,9.735658e-07,0.0001667389368
15,4,4,1,6.88582e-05,7.380594e-06,5.073567e-06,3.781489e-05,1.736304e-05,1.61325e-05,1.924497e-05,3.861973e-06,0.000175729734
16,6,6,1,7.214374e-05,1.361996e-06,3.979567e-06,3.487529e-05,1.502453e-05,1.033467e-05,3.779641e-05,1.541882e-06,0.000177058085
17,6,6,1,7.367219e-05,2.064291e-06,5.475031e-06,3.429446e-05,1.651383e-05,1.004514e-05,3.698815e-05,1.493304e-06,0.000180546396
18,5,5,1,7.028394e-05,6.991983e-07,2.752034e-06,3.873893e-06,3.972923e-06,6.261181e-05,7.318782e-06,3.017558e-06,0.0001545301383
19,4,4,1,6.922239e-05,7.230497e-06,4.842779e-06,3.753807e-05,1.736673e-05,1.632781e-05,1.979664e-05,3.765385e-06,0.000176090301
20,0,0,1,0.0001252416,1.842547e-05,9.041666e-06,4.352837e-06,7.828731e-07,9.907028e-06,7.518559e-06,3.289797e-06,0.00017855983009999998
21,7,7,1,6.288056e-05,6.96756e-07,8.302952e-07,6.12237e-06,2.104938e-07,2.204336e-05,1.132024e-05,3.460269e-05,0.00013870676499999998
