sample_index,label,prediction,correct,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,measured_output_power_sum
0,7,7,1,4.063044e-06,4.358837e-06,4.119654e-06,9.452399e-06,8.988197e-06,7.967735e-06,1.543937e-05,4.231039e-05,9.6699626e-05
1,2,2,1,5.48038e-05,1.03521e-06,4.27647e-05,3.708895e-05,1.521024e-06,8.825672e-06,7.759121e-06,5.284131e-06,0.000159082608
2,1,1,1,1.664984e-07,5.929052e-05,4.174397e-05,3.047497e-05,1.358084e-06,7.848186e-06,7.25386e-06,5.313184e-06,0.00015344927239999996
3,0,0,1,7.065726e-05,5.696399e-05,1.368691e-06,1.737349e-06,1.259706e-05,8.557224e-06,7.866356e-06,5.100455e-06,0.000164848385
4,4,4,1,2.080993e-05,1.50974e-05,5.952959e-05,3.946553e-05,6.2668e-05,4.400516e-05,8.751604e-07,1.109107e-05,0.0002535418404
5,1,1,1,1.674088e-07,6.010581e-05,4.38668e-05,2.963914e-05,1.333366e-06,7.74457e-06,6.549571e-06,5.552336e-06,0.00015495900180000001
6,4,4,1,2.947613e-05,2.601889e-05,9.797471e-05,6.146287e-05,9.598042e-05,7.294988e-05,1.170018e-06,1.795797e-05,0.000402990888
7,5,5,1,8.600708e-06,8.857621e-06,1.002361e-05,4.510046e-06,7.426873e-07,4.861514e-05,3.803845e-05,1.071062e-06,0.0001204593243
8,0,0,1,7.142068e-05,5.65827e-05,1.43775e-06,1.364724e-06,1.360922e-05,8.813176e-06,7.512922e-06,4.586282e-06,0.000165327454
9,6,6,1,9.239292e-06,8.953154e-06,6.118095e-06,3.020518e-05,4.52553e-05,3.170052e-07,3.819087e-05,1.036366e-06,0.00013931526219999998
10,0,0,1,7.369014e-05,5.950568e-05,1.501436e-06,1.181001e-06,1.229562e-05,8.042921e-06,5.971984e-06,3.459186e-06,0.00016564796799999998
11,1,1,1,1.651894e-07,5.9151e-05,4.017357e-05,3.145689e-05,1.384464e-06,8.097475e-06,8.666267e-06,4.266925e-06,0.00015336178040000002
12,5,5,1,6.86943e-06,1.562437e-05,5.366156e-06,4.022675e-06,7.49895e-07,5.256742e-05,4.066487e-05,1.09947e-06,0.00012696428600000002
13,7,7,1,4.208182e-06,3.72292e-06,3.810766e-06,8.839201e-06,9.072256e-06,7.683502e-06,1.568262e-05,4.334687e-05,9.6366317e-05
14,3,3,1,7.500148e-06,1.876485e-05,1.262468e-05,4.984251e-05,1.689213e-05,6.599368e-05,6.976331e-07,1.744713e-07,0.0001724901024
15,4,4,1,9.824605e-06,1.193275e-05,4.063563e-05,2.797063e-05,4.015452e-05,2.604006e-05,7.24033e-07,4.27652e-06,0.000161558748
16,6,6,1,8.545905e-06,8.376077e-06,7.805904e-06,2.763388e-05,4.453562e-05,3.134262e-07,3.864037e-05,1.035154e-06,0.00013688633619999999
17,6,6,1,9.476184e-06,7.899951e-06,8.675415e-06,2.781491e-05,4.468864e-05,3.332284e-07,3.562161e-05,1.009292e-06,0.0001355192304
18,5,5,1,6.44334e-06,1.22416e-05,6.446501e-06,3.89496e-06,7.224504e-07,4.991786e-05,4.05133e-05,1.092779e-06,0.0001212727904
19,4,4,1,2.355191e-05,1.686216e-05,6.523251e-05,4.3014e-05,6.973571e-05,4.949408e-05,9.350998e-07,1.212503e-05,0.00028095049979999997
