local_sample_row,sample_index,label,input_channel,target_ratio,final_ratio,ratio_error,initial_coefficient,optimized_coefficient,initial_voltage,final_voltage,final_output_power,converged,final_loss_mae
0,0,7,1,0.04853375274140279,0.04201716354104617,-0.006516589200356623,0.04853375274140279,0.021186163900340317,4.13,4.236,4.063044e-06,True,0.01310891443615003
0,0,7,2,0.04585953446424052,0.04507604817416771,-0.0007834862900728129,0.04585953446424052,0.025130323713965796,4.028,4.133,4.358837e-06,True,0.01310891443615003
0,0,7,3,0.05445180853624932,0.04260258462633557,-0.011849223909913748,0.05445180853624932,0.010927481109009665,4.004,4.132,4.119654e-06,True,0.01310891443615003
0,0,7,4,0.0657622742122842,0.09775010918863326,0.031987834976349064,0.0657622742122842,0.07047489025380578,4.04,4.035,9.452399e-06,True,0.01310891443615003
0,0,7,5,0.0749263691713232,0.09294965628926011,0.01802328711793691,0.0749263691713232,0.058639879807965464,3.817,3.838,8.988197e-06,True,0.01310891443615003
0,0,7,6,0.0799722152947205,0.0823967509450347,0.002424535650314197,0.0799722152947205,0.09035484079978366,4.184,4.176,7.967735e-06,True,0.01310891443615003
0,0,7,7,0.16090391636241536,0.15966318215129396,-0.0012407342111213915,0.16090391636241536,0.1768210818193216,3.795,3.786,1.543937e-05,True,0.01310891443615003
0,0,7,8,0.4695901292173641,0.4375445050842286,-0.0320456241331355,0.4695901292173641,0.5464653385958077,3.936,3.901,4.231039e-05,True,0.01310891443615003
1,1,2,1,0.30112748492139063,0.3444990039388844,0.043371519017493754,0.30112748492139063,0.21149385293457343,3.967,4.006,5.48038e-05,True,0.016867614379306405
1,1,2,2,3.949233612730607e-05,0.006507373829325202,0.006467881493197896,3.949233612730607e-05,0.0,4.261,4.261,1.03521e-06,True,0.016867614379306405
1,1,2,3,0.2605194078203329,0.26882071231821897,0.008301304497886075,0.2605194078203329,0.042607521416983846,3.791,4.039,4.27647e-05,True,0.016867614379306405
1,1,2,4,0.2535214948949493,0.23314270784396496,-0.020378787050984337,0.2535214948949493,0.4355522196576842,3.885,3.776,3.708895e-05,True,0.016867614379306405
1,1,2,5,0.00023146866519655526,0.009561221173844472,0.009329752508647916,0.00023146866519655526,0.0,3.975,3.977,1.521024e-06,True,0.016867614379306405
1,1,2,6,0.06246592673983003,0.05547854734692305,-0.00698737939290698,0.06246592673983003,0.09274932603805307,4.198,4.174,8.825672e-06,True,0.016867614379306405
1,1,2,7,0.0642028209409295,0.04877416266648081,-0.015428658274448684,0.0642028209409295,0.11563746420427586,3.879,3.833,7.759121e-06,True,0.016867614379306405
1,1,2,8,0.05789190368124378,0.03321627088235818,-0.0246756327988856,0.05789190368124378,0.11712184150413213,4.188,4.137,5.284131e-06,True,0.016867614379306405
2,2,1,1,3.2616833985123054e-05,0.001085038706250653,0.00105242187226553,3.2616833985123054e-05,0.0,4.318,4.318,1.664984e-07,True,0.015155112096756036
2,2,1,2,0.34554617942804655,0.38638514912893135,0.0408389697008848,0.34554617942804655,0.2550412593296645,3.846,3.887,5.929052e-05,True,0.015155112096756036
2,2,1,3,0.26201364622309664,0.27203758836460934,0.010023942141512698,0.26201364622309664,0.05669442636957032,3.79,3.998,4.174397e-05,True,0.015155112096756036
2,2,1,4,0.21788565012853114,0.19859963832581853,-0.01928601180271261,0.21788565012853114,0.38632901052626917,3.909,3.804,3.047497e-05,True,0.015155112096756036
2,2,1,5,0.00014526290688107667,0.008850377579242273,0.008705114672361196,0.00014526290688107667,0.0,3.976,3.977,1.358084e-06,True,0.015155112096756036
2,2,1,6,0.056393989949513834,0.05114514964620974,-0.005248840303304095,0.056393989949513834,0.08522560337528064,4.209,4.18,7.848186e-06,True,0.015155112096756036
2,2,1,7,0.0596669998591548,0.047272039068984216,-0.012394960790170585,0.0596669998591548,0.10729512454980372,3.883,3.84,7.25386e-06,True,0.015155112096756036
2,2,1,8,0.058315654670790876,0.0346250191799541,-0.023690635490836776,0.058315654670790876,0.11880194275834477,4.187,4.135,5.313184e-06,True,0.015155112096756036
3,3,0,1,0.3778246775888568,0.42861966770253773,0.05079499011368094,0.3778246775888568,0.2715066381468134,3.934,3.979,7.065726e-05,True,0.01827952824743552
3,3,0,2,0.3314137315566839,0.3455538251102672,0.01414009355358331,0.3314137315566839,0.31890525638106076,3.853,3.858,5.696399e-05,True,0.01827952824743552
3,3,0,3,0.00020431670990666938,0.008302726168654913,0.008098409458748243,0.00020431670990666938,0.0,4.163,4.164,1.368691e-06,True,0.01827952824743552
3,3,0,4,0.010454452144770735,0.010539072008500417,8.461986372968258e-05,0.010454452144770735,0.007198287616366818,4.147,4.173,1.737349e-06,True,0.01827952824743552
3,3,0,5,0.07716317141349746,0.07641603525566842,-0.000747136157829037,0.07716317141349746,0.08412776585903947,3.814,3.806,1.259706e-05,True,0.01827952824743552
3,3,0,6,0.06688298741009506,0.05190966232395908,-0.014973325086135983,0.06688298741009506,0.09607694771762165,4.195,4.171,8.557224e-06,True,0.01827952824743552
3,3,0,7,0.07228158101967412,0.047718732579636734,-0.024562848440037387,0.07228158101967412,0.11687727588859652,3.872,3.832,7.866356e-06,True,0.01827952824743552
3,3,0,8,0.0637750821565151,0.030940278850775518,-0.03283480330573958,0.0637750821565151,0.11363101865494218,4.182,4.14,5.100455e-06,True,0.01827952824743552
4,4,4,1,0.0841851341503262,0.08207690678260139,-0.002108227367724813,0.0841851341503262,0.046666216243184594,4.083,4.137,2.080993e-05,False,0.039764964294966704
4,4,4,2,0.060865702599073465,0.05954599042186333,-0.0013197121772101361,0.060865702599073465,0.03789967745408702,3.994,4.068,1.50974e-05,False,0.039764964294966704
4,4,4,3,0.2903740816371356,0.23479197715881217,-0.0555821044783234,0.2903740816371356,0.5307133747145332,3.775,3.655,5.952959e-05,False,0.039764964294966704
4,4,4,4,2.3121837314910157e-05,0.1556568727975519,0.155633750960237,2.3121837314910157e-05,0.0,4.23,4.23,3.946553e-05,False,0.039764964294966704
4,4,4,5,0.29705051736636784,0.24717024969579737,-0.049880267670570466,0.29705051736636784,0.5393587101341177,3.663,3.541,6.2668e-05,False,0.039764964294966704
4,4,4,6,0.20946043049854432,0.17356172823615743,-0.035898702262386895,0.20946043049854432,0.4232899005737423,4.085,3.965,4.400516e-05,False,0.039764964294966704
4,4,4,7,2.563333790945038e-05,0.0034517395575393165,0.003426106219629866,2.563333790945038e-05,0.0,3.995,3.995,8.751604e-07,False,0.039764964294966704
4,4,4,8,0.058015378573328176,0.043744535349677136,-0.01427084322365104,0.058015378573328176,0.16851490653210605,4.187,4.095,1.109107e-05,False,0.039764964294966704
5,5,1,1,3.0988647496305815e-05,0.0010803425296716128,0.001049353882175307,3.0988647496305815e-05,0.0,4.318,4.318,1.674088e-07,True,0.017299272910740945
5,5,1,2,0.3467156520094639,0.3878820158997694,0.04116636389030548,0.3467156520094639,0.2582243259902538,3.846,3.885,6.010581e-05,True,0.017299272910740945
5,5,1,3,0.2645864065469571,0.2830864905584336,0.018500084011476514,0.2645864065469571,0.05947778237884364,3.789,3.989,4.38668e-05,True,0.017299272910740945
5,5,1,4,0.21815887044836113,0.191270850068163,-0.026888020380198135,0.21815887044836113,0.386614538920811,3.908,3.804,2.963914e-05,True,0.017299272910740945
5,5,1,5,0.0001233473967299043,0.008604637255736373,0.00848128985900647,0.0001233473967299043,0.0,3.976,3.977,1.333366e-06,True,0.017299272910740945
5,5,1,6,0.05518683783264731,0.04997818719815733,-0.005208650634489977,0.05518683783264731,0.08352380153011754,4.211,4.181,7.74457e-06,True,0.017299272910740945
5,5,1,7,0.05497443666701338,0.042266476448094926,-0.01270796021891845,0.05497443666701338,0.09946566536875173,3.887,3.847,6.549571e-06,True,0.017299272910740945
5,5,1,8,0.060223460451330924,0.03583100004197368,-0.02439246040935724,0.060223460451330924,0.12214727594944642,4.186,4.133,5.552336e-06,True,0.017299272910740945
6,6,4,1,0.07853977044164652,0.07314341559008153,-0.005396354851564991,0.07853977044164652,0.057797807678328664,4.087,4.099,2.947613e-05,False,0.0388417001028922
6,6,4,2,0.06546226483100098,0.06456446231111805,-0.0008978025198829315,0.06546226483100098,0.048585550602595486,3.992,4.014,2.601889e-05,False,0.0388417001028922
6,6,4,3,0.3008171475859365,0.24311892133898572,-0.05769822624695076,0.3008171475859365,0.915699291352435,3.77,3.478,9.797471e-05,False,0.0388417001028922
6,6,4,4,2.4597258199360088e-05,0.15251677353062135,0.15249217627242198,2.4597258199360088e-05,0.0,4.23,4.23,6.146287e-05,False,0.0388417001028922
6,6,4,5,0.28675822909632886,0.23817019902445039,-0.04858803007187848,0.28675822909632886,0.8281369783088216,3.668,3.408,9.598042e-05,False,0.0388417001028922
6,6,4,6,0.21403748906255535,0.181021164925198,-0.033016324137357334,0.21403748906255535,0.6520345594613898,4.083,3.85,7.294988e-05,False,0.0388417001028922
6,6,4,7,2.8711977971506637e-05,0.0029033361171183604,0.002874624139146854,2.8711977971506637e-05,0.0,3.995,3.995,1.170018e-06,False,0.0388417001028922
6,6,4,8,0.05433178974636086,0.04456172716242656,-0.0097700625839343,0.05433178974636086,0.24065704215207936,4.191,4.053,1.795797e-05,False,0.0388417001028922
7,7,5,1,0.08215784878421152,0.07139927149666073,-0.010758577287550794,0.08215784878421152,0.030016409640605403,4.084,4.202,8.600708e-06,True,0.01795670795917409
7,7,5,2,0.06351169829299765,0.07353204952354195,0.010020351230544303,0.06351169829299765,0.0323346700679297,3.993,4.096,8.857621e-06,True,0.01795670795917409
7,7,5,3,0.07749034324646564,0.08321157418280488,0.005721230936339236,0.07749034324646564,0.03817764489797834,3.937,4.052,1.002361e-05,True,0.01795670795917409
7,7,5,4,0.044500305446368994,0.037440405931282485,-0.00705989951508651,0.044500305446368994,0.05850962527099567,4.066,4.049,4.510046e-06,True,0.01795670795917409
7,7,5,5,6.781236757495749e-05,0.0061654612817714435,0.006097648914196486,6.781236757495749e-05,0.0,3.976,3.977,7.426873e-07,True,0.01795670795917409
7,7,5,6,0.36237352433148273,0.4035813772201277,0.04120785288864498,0.36237352433148273,0.3751259722528047,3.996,3.99,4.861514e-05,True,0.01795670795917409
7,7,5,7,0.36978673268182416,0.31577837764776506,-0.0540083550340591,0.36978673268182416,0.47353223449800774,3.679,3.632,3.803845e-05,True,0.01795670795917409
7,7,5,8,0.00011173484907444453,0.008891482716045751,0.008779747866971306,0.00011173484907444453,0.0,4.294,4.294,1.071062e-06,True,0.01795670795917409
8,8,0,1,0.3811478052482521,0.4319952813160723,0.050847476067820196,0.3811478052482521,0.27608789434147907,3.933,3.977,7.142068e-05,True,0.018108712735811598
8,8,0,2,0.3293990521963986,0.3422462430226501,0.01284719082625152,0.3293990521963986,0.3173559265956652,3.853,3.859,5.65827e-05,True,0.018108712735811598
8,8,0,3,0.0001354352583052801,0.00869637779578944,0.00856094253748416,0.0001354352583052801,0.0,4.164,4.164,1.43775e-06,True,0.018108712735811598
8,8,0,4,0.00807543106071837,0.008254672572408936,0.00017924151169056504,0.00807543106071837,0.00600792019366555,4.166,4.182,1.364724e-06,True,0.018108712735811598
