local_sample_row,sample_index,label,iteration,accepted,learning_rate,loss_mae,loss_mse,max_abs_ratio_error,output_power_sum,target_ratio_0,target_ratio_1,target_ratio_2,target_ratio_3,target_ratio_4,target_ratio_5,target_ratio_6,target_ratio_7,measured_ratio_0,measured_ratio_1,measured_ratio_2,measured_ratio_3,measured_ratio_4,measured_ratio_5,measured_ratio_6,measured_ratio_7,ratio_error_0,ratio_error_1,ratio_error_2,ratio_error_3,ratio_error_4,ratio_error_5,ratio_error_6,ratio_error_7,optimized_coefficient_0,optimized_coefficient_1,optimized_coefficient_2,optimized_coefficient_3,optimized_coefficient_4,optimized_coefficient_5,optimized_coefficient_6,optimized_coefficient_7,upload_voltage_0,upload_voltage_1,upload_voltage_2,upload_voltage_3,upload_voltage_4,upload_voltage_5,upload_voltage_6,upload_voltage_7,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7
0,0,7,0,True,0.35,0.0758035359965382,0.00954130073854614,0.2002799272570347,0.000130924524,0.04853375274140279,0.04585953446424052,0.05445180853624932,0.0657622742122842,0.0749263691713232,0.0799722152947205,0.16090391636241536,0.4695901292173641,0.1770188601182159,0.1498217400431412,0.1227560697490105,0.04470143424008172,0.07738893898900102,0.053784652293255616,0.1052181026069646,0.2693102019603294,0.12848510737681312,0.10396220557890068,0.06830426121276117,-0.021060839972202483,0.002462569817677826,-0.02618756300146488,-0.05568581375545076,-0.2002799272570347,0.04853375274140279,0.04585953446424052,0.05445180853624932,0.0657622742122842,0.0749263691713232,0.0799722152947205,0.16090391636241536,0.4695901292173641,4.13,4.028,4.004,4.04,3.817,4.184,3.795,3.936,2.317611e-05,1.961534e-05,1.607178e-05,5.852514e-06,1.013211e-05,7.04173e-06,1.377563e-05,3.525931e-05
0,0,7,1,True,0.35,0.028077532813737767,0.0011529681962282867,0.053381866674212915,9.271446958e-05,0.04853375274140279,0.04585953446424052,0.05445180853624932,0.0657622742122842,0.0749263691713232,0.0799722152947205,0.16090391636241536,0.4695901292173641,0.0005821915418868322,0.0032539257503887884,0.10783367521046223,0.07299677203201015,0.11689804244253543,0.07666070929594375,0.17062600985221535,0.4511486738745575,-0.04795156119951596,-0.04260560871385173,0.053381866674212915,0.007234497819725946,0.041971673271212234,-0.003311505998776748,0.009722093489799993,-0.018441455342806612,0.0035639651595181995,0.009472762511625286,0.03054531711178291,0.07313356820255507,0.07406446973513596,0.0891378623452332,0.1803939511768231,0.5396881037573262,4.304,4.213,4.074,4.032,3.818,4.177,3.784,3.904,5.397758e-08,3.01686e-07,9.997742e-06,6.767857e-06,1.083814e-05,7.107557e-06,1.58195e-05,4.182801e-05
0,0,7,2,True,0.3675,0.01310891443615003,0.0003207355223043034,0.0320456241331355,9.6699626e-05,0.04853375274140279,0.04585953446424052,0.05445180853624932,0.0657622742122842,0.0749263691713232,0.0799722152947205,0.16090391636241536,0.4695901292173641,0.04201716354104617,0.04507604817416771,0.04260258462633557,0.09775010918863326,0.09294965628926011,0.0823967509450347,0.15966318215129396,0.4375445050842286,-0.006516589200356623,-0.0007834862900728129,-0.011849223909913748,0.031987834976349064,0.01802328711793691,0.002424535650314197,-0.0012407342111213915,-0.0320456241331355,0.021186163900340317,0.025130323713965796,0.010927481109009665,0.07047489025380578,0.058639879807965464,0.09035484079978366,0.1768210818193216,0.5464653385958077,4.236,4.133,4.132,4.035,3.838,4.176,3.786,3.901,4.063044e-06,4.358837e-06,4.119654e-06,9.452399e-06,8.988197e-06,7.967735e-06,1.543937e-05,4.231039e-05
1,1,2,0,True,0.35,0.07387743703717525,0.011068617123805828,0.2217179778018476,0.0001827548063,0.30112748492139063,3.949233612730607e-05,0.2605194078203329,0.2535214948949493,0.00023146866519655526,0.06246592673983003,0.0642028209409295,0.05789190368124378,0.3680568591426424,0.0025655106395962406,0.4822373856221805,0.0814883083050276,0.004567846487329291,0.033052017193377636,0.017828237002158666,0.010203835607687653,0.06692937422125178,0.0025260183034689345,0.2217179778018476,-0.1720331865899217,0.004336377822132736,-0.029413909546452392,-0.04637458393877083,-0.04768806807355613,0.30112748492139063,3.949233612730607e-05,0.2605194078203329,0.2535214948949493,0.00023146866519655526,0.06246592673983003,0.0642028209409295,0.05789190368124378,3.967,4.261,3.791,3.885,3.975,4.198,3.879,4.188,6.726416e-05,4.688594e-07,8.81312e-05,1.489238e-05,8.347959e-07,6.040415e-06,3.258196e-06,1.8648e-06
1,1,2,1,True,0.35,0.06717546258409851,0.009422370073054189,0.20415313917206857,0.0001792132127,0.30112748492139063,3.949233612730607e-05,0.2605194078203329,0.2535214948949493,0.00023146866519655526,0.06246592673983003,0.0642028209409295,0.05789190368124378,0.3577240708658977,0.0030920621959253563,0.46467254699240146,0.09065163084373411,0.005131024025216864,0.03864510822421075,0.025070623601403694,0.015012933251209998,0.05659658594450706,0.0030525698597980502,0.20415313917206857,-0.16286986405121517,0.004899555360020309,-0.023820818515619277,-0.039132197339525804,-0.04287897043003378,0.2777022039439525,0.0,0.18291811558968624,0.3137331102014219,0.0,0.07276079508108836,0.08043392531949928,0.07458272750698842,3.976,4.261,3.839,3.848,3.977,4.19,3.864,4.173,6.410888e-05,5.541384e-07,8.327546e-05,1.624597e-05,9.195473e-07,6.925714e-06,4.492987e-06,2.690516e-06
1,1,2,2,True,0.3675,0.05716214736819399,0.006868406000281152,0.17495466292014789,0.0001765273415,0.30112748492139063,3.949233612730607e-05,0.2605194078203329,0.2535214948949493,0.00023146866519655526,0.06246592673983003,0.0642028209409295,0.05789190368124378,0.3454537381111583,0.003678135604846233,0.4354740707404808,0.1139191234010625,0.005960498759338083,0.04372206557022216,0.031868604331754466,0.019923763481137568,0.044326253189767684,0.003638643268718927,0.17495466292014789,-0.1396023714938868,0.0057290300941415274,-0.01874386116960787,-0.03233421660917503,-0.03796814020010621,0.25690295860934614,0.0,0.10789183694395103,0.3735877852402435,0.0,0.08151494588557845,0.09481500784177502,0.09034074914002584,3.985,4.261,3.888,3.812,3.977,4.183,3.852,4.16,6.098203e-05,6.492915e-07,7.687308e-05,2.010984e-05,1.052191e-06,7.71814e-06,5.62568e-06,3.517089e-06
1,1,2,3,True,0.385875,0.021471858244904114,0.0008573966495343868,0.0698590716218146,0.00015983805599999998,0.30112748492139063,3.949233612730607e-05,0.2605194078203329,0.2535214948949493,0.00023146866519655526,0.06246592673983003,0.0642028209409295,0.05789190368124378,0.3709865565432052,0.006847105297626994,0.2550246231723439,0.23354125378001347,0.009452217061498798,0.05258956602925652,0.04360525380764141,0.027953424308413768,0.0698590716218146,0.006807612961499688,-0.005494784647988971,-0.01998024111493582,0.009220748396302242,-0.00987636071057351,-0.020597567133288086,-0.02993847937283001,0.23979856565974453,0.0,0.04038120638963896,0.42745685034044706,0.0,0.08874773331440089,0.10729197367584044,0.10499170523974181,3.992,4.261,4.045,3.78,3.977,4.177,3.84,4.147,5.929777e-05,1.094428e-06,4.076264e-05,3.732878e-05,1.510824e-06,8.405814e-06,6.969779e-06,4.468021e-06
1,1,2,4,True,0.40516875,0.016867614379306405,0.00042374085921988256,0.043371519017493754,0.000159082608,0.30112748492139063,3.949233612730607e-05,0.2605194078203329,0.2535214948949493,0.00023146866519655526,0.06246592673983003,0.0642028209409295,0.05789190368124378,0.3444990039388844,0.006507373829325202,0.26882071231821897,0.23314270784396496,0.009561221173844472,0.05547854734692305,0.04877416266648081,0.03321627088235818,0.043371519017493754,0.006467881493197896,0.008301304497886075,-0.020378787050984337,0.009329752508647916,-0.00698737939290698,-0.015428658274448684,-0.0246756327988856,0.21149385293457343,0.0,0.042607521416983846,0.4355522196576842,0.0,0.09274932603805307,0.11563746420427586,0.11712184150413213,4.006,4.261,4.039,3.776,3.977,4.174,3.833,4.137,5.48038e-05,1.03521e-06,4.27647e-05,3.708895e-05,1.521024e-06,8.825672e-06,7.759121e-06,5.284131e-06
2,2,1,0,True,0.35,0.06107157485680599,0.006344077835073073,0.14777771445374516,0.0001756986528,3.2616833985123054e-05,0.34554617942804655,0.26201364622309664,0.21788565012853114,0.00014526290688107667,0.056393989949513834,0.0596669998591548,0.058315654670790876,0.0009272552600926943,0.43662634162212544,0.4097913606768418,0.09259814882314225,0.0046790472601734145,0.026992455118016703,0.018198175962337262,0.01018721527727047,0.0008946384261075712,0.09108016219407888,0.14777771445374516,-0.1252875013053889,0.004533784353292338,-0.02940153483149713,-0.04146882389681754,-0.048128439393520406,3.2616833985123054e-05,0.34554617942804655,0.26201364622309664,0.21788565012853114,0.00014526290688107667,0.056393989949513834,0.0596669998591548,0.058315654670790876,4.318,3.846,3.79,3.909,3.976,4.209,3.883,4.187,1.629175e-07,7.671466e-05,7.199979e-05,1.626937e-05,8.221023e-07,4.742538e-06,3.197395e-06,1.78988e-06
2,2,1,1,True,0.35,0.0550021100846812,0.005513817480876789,0.14593741812020827,0.0001727678787,3.2616833985123054e-05,0.34554617942804655,0.26201364622309664,0.21788565012853114,0.00014526290688107667,0.056393989949513834,0.0596669998591548,0.058315654670790876,0.0009422116033655972,0.4136303607922924,0.4079510643433049,0.09704008711661054,0.005222508991771281,0.035895196761479946,0.024389498972299417,0.014929071418875967,0.0009095947693804742,0.06808418136424582,0.14593741812020827,-0.1208455630119206,0.005077246084890205,-0.02049879318803389,-0.035277500886855384,-0.04338658325191491,0.0,0.31366812266011895,0.21029144616428586,0.26173627558541723,0.0,0.06668452714053782,0.07418108822304094,0.07516060845852301,4.318,3.861,3.822,3.88,3.977,4.195,3.87,4.173,1.627839e-07,7.146204e-05,7.048084e-05,1.676541e-05,9.022818e-07,6.201537e-06,4.213722e-06,2.579264e-06
