sample_index,label,prediction,correct,feature_csv_0,feature_csv_1,feature_csv_2,feature_csv_3,feature_csv_4,feature_csv_5,feature_csv_6,feature_csv_7,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,expected_output_power_from_csv_0,expected_output_power_from_csv_1,expected_output_power_from_csv_2,expected_output_power_from_csv_3,expected_output_power_from_csv_4,expected_output_power_from_csv_5,expected_output_power_from_csv_6,expected_output_power_from_csv_7,estimated_feature_diag_0,feature_error_diag_0,estimated_feature_diag_1,feature_error_diag_1,estimated_feature_diag_2,feature_error_diag_2,estimated_feature_diag_3,feature_error_diag_3,estimated_feature_diag_4,feature_error_diag_4,estimated_feature_diag_5,feature_error_diag_5,estimated_feature_diag_6,feature_error_diag_6,estimated_feature_diag_7,feature_error_diag_7,estimated_feature_lstsq_0,feature_error_lstsq_0,estimated_feature_lstsq_1,feature_error_lstsq_1,estimated_feature_lstsq_2,feature_error_lstsq_2,estimated_feature_lstsq_3,feature_error_lstsq_3,estimated_feature_lstsq_4,feature_error_lstsq_4,estimated_feature_lstsq_5,feature_error_lstsq_5,estimated_feature_lstsq_6,feature_error_lstsq_6,estimated_feature_lstsq_7,feature_error_lstsq_7,fitted_output_power_lstsq_0,fitted_output_power_lstsq_1,fitted_output_power_lstsq_2,fitted_output_power_lstsq_3,fitted_output_power_lstsq_4,fitted_output_power_lstsq_5,fitted_output_power_lstsq_6,fitted_output_power_lstsq_7,feature_mae_diag,feature_max_abs_error_diag,feature_mae_lstsq,feature_max_abs_error_lstsq,output_power_mae_vs_csv_expected,output_power_max_abs_error_vs_csv_expected
0,7,7,1,0.0485337525606,0.0458595342934,0.0544518083334,0.0657622739673,0.0749263688922,0.0799722149968,0.160903915763,0.469590127468,4.063044e-06,4.358837e-06,4.119654e-06,9.452399e-06,8.988197e-06,7.967735e-06,1.543937e-05,4.231039e-05,7.922898356056008e-06,7.930975280177282e-06,9.449155000232197e-06,1.100069017902951e-05,1.0330387551109166e-05,1.1146206544897206e-05,1.6347409962147496e-05,4.2280323110348144e-05,0.025333272645536923,-0.02320047991506308,0.027060999723730324,-0.018798534569669675,0.037093715418685454,-0.017358092914714546,0.07410368276307579,0.008341408795775787,0.0673417451229252,-0.007584623769274795,0.0598615580300024,-0.020110656966797605,0.15410782997539565,-0.00679608578760435,0.4741142292123389,0.004524101744338926,0.024608783946170228,-0.023924968614429776,0.024346786676548382,-0.021512747616851617,0.00568011396249014,-0.04877169437090986,0.07023179785111579,0.0044695238838157875,0.06538751283601606,-0.009538856056183945,0.05643738890162437,-0.023534826095175633,0.15251909026354568,-0.008384825499454324,0.47062080191520644,0.0010306744472064477,4.063044000000005e-06,4.358836999999984e-06,4.1196540000000006e-06,9.452399000000007e-06,8.988197000000007e-06,7.967734999999999e-06,1.5439370000000015e-05,4.231039000000001e-05,0.013339248057904846,0.02320047991506308,0.017646014573003424,0.04877169437090986,2.47106922041259e-06,5.329501000232197e-06
1,2,2,1,0.301127493382,3.94923372369e-05,0.26051941514,0.253521502018,0.0002314686717,0.0624659284949,0.0642028227448,0.0578919053078,5.48038e-05,1.03521e-06,4.27647e-05,3.708895e-05,1.521024e-06,8.825672e-06,7.759121e-06,5.284131e-06,4.8399977957045804e-05,9.824814579894637e-07,3.971352300616169e-05,4.349411809030146e-05,1.071456433993301e-06,8.710703606816173e-06,6.774451751771624e-06,5.63313418723127e-06,0.34170430037466404,0.04057680699266403,0.0064269018373485556,0.006387409500111655,0.38505700036106383,0.12453758522106384,0.2907651046909446,0.037243602672944576,0.011395879566708672,0.011164410895008673,0.06630723493963683,0.0038413064447368334,0.07744754480438787,0.013244722059587863,0.05921197361031239,0.0013200683025123908,0.34104749404629786,0.03992000066429785,-0.0003398148188605288,-0.00037930715609742877,0.31305575322084706,0.05253633808084707,0.18562229126081384,-0.06789921075718616,0.004488266462558772,0.004256797790858772,0.06335324589842839,0.0008873174035283898,0.07385991263792652,0.009657089893126511,0.053819943631057986,-0.0040719616767420155,5.480380000000004e-05,1.0352099999999948e-06,4.2764699999999994e-05,3.708895000000001e-05,1.5210240000000235e-06,8.825671999999986e-06,7.759121000000016e-06,5.284131000000001e-06,0.02978948901107873,0.12453758522106384,0.02245100292783553,0.06789921075718616,2.226388007969334e-06,6.405168090301461e-06
2,1,1,1,3.26168374158e-05,0.345546215773,0.262013673782,0.217885673046,0.00014526292216,0.0563939958811,0.059667006135,0.0583156608045,1.664984e-07,5.929052e-05,4.174397e-05,3.047497e-05,1.358084e-06,7.848186e-06,7.25386e-06,5.313184e-06,2.531489763750953e-07,5.599801616798701e-05,3.915691662014625e-05,3.9050496667474245e-05,9.613625398716826e-07,7.94116192855113e-06,6.289400649192532e-06,5.703936675485159e-06,0.0010381254454162113,0.0010055086080004113,0.36809377027400364,0.022547554501003653,0.37586626052239897,0.11385258674039894,0.23891368837627905,0.021028015330279037,0.010175093690483503,0.010029830768323504,0.05896338691852231,0.0025693910374223125,0.07240429004197214,0.012737283906972145,0.05953753054092226,0.001221869736422257,-0.0005570889820163382,-0.0005897058194321382,0.3658221458965111,0.020275930123511088,0.316689408746352,0.05467573496435196,0.13225109051666784,-0.08563458252933218,0.004354341763293912,0.004209078841133912,0.0558326909026049,-0.000561304978495103,0.06925953255082191,0.009592526415821916,0.05393879913876895,-0.004376861665731049,1.6649840000000101e-07,5.929052e-05,4.174396999999997e-05,3.0474969999999993e-05,1.3580840000000205e-06,7.848185999999989e-06,7.253860000000012e-06,5.3131839999999955e-06,0.023124005078602784,0.11385258674039894,0.02248946566722617,0.08563458252933218,2.048330483836019e-06,8.575526667474245e-06
3,0,0,1,0.377824693918,0.33141374588,0.000204316718737,0.0104544525966,0.0771631747484,0.0668829903007,0.0722815841436,0.0637750849128,7.065726e-05,5.696399e-05,1.368691e-06,1.737349e-06,1.259706e-05,8.557224e-06,7.866356e-06,5.100455e-06,6.07833131086357e-05,5.430167638833276e-05,1.7237137603174403e-06,1.6595251720613548e-06,1.0412002452975793e-05,9.366907874876112e-06,7.579028568501546e-06,6.167180723212352e-06,0.4405513777272878,0.06272668380928781,0.3536499570074717,0.022236211127471706,0.01232381031273889,0.01211949359400189,0.013620241712685525,0.0031657891160855253,0.09438021928293253,0.01721704453453253,0.06429038629569497,-0.0025926040050050225,0.07851790927828876,0.006236325134688761,0.05715376981770246,-0.006621315095097537,0.43934029430055016,0.06151560038255016,0.3471807163588588,0.015766970478858777,-0.004307779668798667,-0.004512096387535667,0.0121863360488347,0.0017318834522346994,0.0935780047035813,0.0164148299551813,0.06046844074845715,-0.006414549552242847,0.07496783369215063,0.0026862495485506233,0.05139285628922765,-0.012382228623572349,7.065726000000004e-05,5.696398999999996e-05,1.3686909999999887e-06,1.7373489999999925e-06,1.2597059999999985e-05,8.557224000000009e-06,7.866356000000004e-06,5.100455000000001e-06,0.016614433302021347,0.06272668380928781,0.015178051047590804,0.06151560038255016,2.164737708487343e-06,9.8739468913643e-06
4,4,4,1,0.0841851308942,0.0608657002449,0.290374070406,2.31218364206e-05,0.297050505877,0.209460422397,2.5633336918e-05,0.0580153763294,2.080993e-05,1.50974e-05,5.952959e-05,3.946553e-05,6.2668e-05,4.400516e-05,8.751604e-07,1.109107e-05,1.3662501385748045e-05,1.0477554490009804e-05,3.284731387443186e-05,1.3292436478296807e-05,4.0198300130271334e-05,2.843936190043551e-05,5.771247057007001e-07,5.559720906855998e-06,0.12975090361427005,0.04556577272007005,0.09372929917522638,0.03286359893032638,0.5360094975090198,0.24563542710301983,0.3093967060845242,0.3093735842481036,0.4695238080967159,0.1724733022197159,0.3306105736397533,0.12115015124275333,0.008735399833309211,0.008709766496391212,0.12428233595081717,0.06626695962141717,0.12805351401664888,0.04386838312244888,0.08688657733519084,0.026020877090290842,0.4757866379635257,0.18541256755752572,0.13931279838460695,0.13928967654818636,0.46015507411819406,0.16310456824119407,0.32332945557889436,0.11386903318189437,-0.0005293260803184915,-0.0005549594172364915,0.11676061828227191,0.05874524195287191,2.080993000000007e-05,1.5097400000000016e-05,5.952958999999992e-05,3.946552999999993e-05,6.2668e-05,4.400516e-05,8.751603999999942e-07,1.1091070000000004e-05,0.12525482032272467,0.3093735842481036,0.09135816338895607,0.18541256755752572,1.3560940816031244e-05,2.6682276125568136e-05
5,1,1,1,3.09886454488e-05,0.346715629101,0.264586389065,0.218158856034,0.00012334738858,0.0551868341863,0.0549744330347,0.0602234564722,1.674088e-07,6.010581e-05,4.38668e-05,2.963914e-05,1.333366e-06,7.74457e-06,6.549571e-06,5.552336e-06,2.5313711693586116e-07,5.618683217842359e-05,3.9454013156706104e-05,3.91948437021823e-05,9.607054390919479e-07,7.78271810407356e-06,5.818675667320453e-06,5.869256066743894e-06,0.0010438018327298846,0.0010128131872810847,0.3731553411620089,0.02643971206100887,0.3949804026086635,0.13039401354366353,0.23236105754003722,0.01420220150603721,0.009989900458075662,0.009866553069495663,0.05818492036600309,0.0029980861797030897,0.06537444041303382,0.010400007378333818,0.06221737740937678,0.001993920937176777,-0.0005715302580478665,-0.0006025189034966665,0.37079607174436646,0.02408044264336645,0.3412232000898301,0.07663681102483011,0.1174911936244504,-0.10066766240954961,0.004261147266490812,0.004137799877910812,0.05503281996428468,-0.00015401422201532372,0.06218197929835843,0.007207546263658424,0.05667885490905507,-0.003544601563144935,1.6740880000002023e-07,6.010580999999992e-05,4.386679999999998e-05,2.9639139999999985e-05,1.3333660000000097e-06,7.744569999999985e-06,6.549571000000015e-06,5.552335999999999e-06,0.024663413482837505,0.13039401354366353,0.02712892461349654,0.10066766240954961,2.4289775935491894e-06,9.5557037021823e-06
6,4,4,1,0.0785397663713,0.0654622614384,0.300817131996,2.45972569246e-05,0.286758214235,0.21403747797,2.87119764835e-05,0.0543317869306,2.947613e-05,2.601889e-05,9.797471e-05,6.146287e-05,9.598042e-05,7.294988e-05,1.170018e-06,1.795797e-05,1.2759020673367284e-05,1.121069436316256e-05,3.401004194156664e-05,1.371062483664318e-05,3.884113882203522e-05,2.9037357103738595e-05,5.833575499426645e-07,5.23326214885508e-06,0.18378507292199894,0.10524530655069894,0.16153326566278337,0.09607100422438336,0.8821726317230127,0.5813554997270127,0.4818485783543593,0.4818239810974347,0.7191085131346491,0.4323502988996491,0.5480721277629981,0.3340346497929981,0.011678516352166731,0.01164980437568323,0.20123022039665212,0.1468984334660521,0.1810483183027749,0.1025085519314749,0.1507774966167878,0.0853152351783878,0.7945478890192765,0.4937307570232765,0.199240978337061,0.1992163810801364,0.7041562473186292,0.41739803308362927,0.5367524057250196,0.3227149277550196,-0.003334024141985484,-0.0033627361184689836,0.18930917630799915,0.13497738937739914,2.947613000000009e-05,2.601888999999998e-05,9.797470999999991e-05,6.146286999999987e-05,9.598041999999996e-05,7.294987999999998e-05,1.1700180000000111e-06,1.795797000000001e-05,0.27367862226673906,0.5813554997270127,0.21990300144347408,0.4937307570232765,3.2200673820086096e-05,6.396466805843336e-05
7,5,5,1,0.0821578502655,0.0635116994381,0.0774903446436,0.0445003062487,6.78123687976e-05,0.362373530865,0.369786739349,0.000111734851089,8.600708e-06,8.857621e-06,1.002361e-05,4.510046e-06,7.426873e-07,4.861514e-05,3.803845e-05,1.071062e-06,1.3326519624897172e-05,1.0823458706501207e-05,1.1182590304326994e-05,9.106635075275795e-06,6.069541018918008e-07,4.8392237182358694e-05,3.7684513148747615e-05,7.697267547385552e-07,0.053625823571846774,-0.028532026693653227,0.05499083343421833,-0.008520866003881675,0.09025343798481371,0.012763093341213713,0.03535726941180529,-0.009143036836894713,0.005564392821233613,0.005496580452436013,0.36524533311495555,0.002871802249955535,0.37968019324153696,0.00989345389253693,0.012001915713105602,0.011890180862016602,0.05274325007444159,-0.02941460019105841,0.05168504194027149,-0.011826657497828519,0.08132217615634209,0.0038318315127420927,0.0071656494952598414,-0.03733465675344016,0.0017832967004796432,0.0017154843316820431,0.36429784399363857,0.001924313128638555,0.37347993561403914,0.0036931962650391115,0.0038206650949262205,0.0037089302438372204,8.600708000000008e-06,8.857620999999995e-06,1.0023609999999967e-05,4.510045999999994e-06,7.426873000000249e-07,4.861513999999998e-05,3.803845000000004e-05,1.071061999999983e-06,0.01113888004157355,0.028532026693653227,0.011681208740533265,0.03733465675344016,1.6826408529080625e-06,4.725811624897171e-06
8,0,0,1,0.381147801876,0.329399049282,0.000135435257107,0.00807543098927,0.0832963138819,0.068569727242,0.0697367116809,0.0596395209432,7.142068e-05,5.65827e-05,1.43775e-06,1.364724e-06,1.360922e-05,8.813176e-06,7.512922e-06,4.586282e-06,6.131552212429223e-05,5.398379837274243e-05,1.6148637878604542e-06,1.3700331646190905e-06,1.1225883155676877e-05,9.59488105594854e-06,7.328807287948666e-06,5.796814739956854e-06,0.44531133774816267,0.06416353587216267,0.3512827915033106,0.02188374222131062,0.012945623429349894,0.012810188172242894,0.01069898491961203,0.00262355393034203,0.10196356672665455,0.018667252844754553,0.06621335254656742,-0.002356374695432581,0.07499011333975475,0.005253401658854753,0.051392141631888155,-0.008247379311311843,0.44410541195813047,0.06295761008213047,0.34474848050399226,0.015349431221992282,-0.002245374455988741,-0.002380809713095741,0.008411086368796401,0.00033565537952640057,0.101204957194626,0.017908643312726,0.06235830863425841,-0.0062114186077415895,0.07137714052995225,0.0016404288490522584,0.04564891103707226,-0.013990609906127736,7.142068000000002e-05,5.658269999999994e-05,1.4377500000000092e-06,1.3647240000000208e-06,1.3609219999999986e-05,8.813176000000003e-06,7.5129220000000075e-06,4.586281999999996e-06,0.017000678588301493,0.06416353587216267,0.015096825884049061,0.06295761008213047,2.1807714759655925e-06,1.0105157875707772e-05
9,6,6,1,0.0611656270921,0.063919775188,0.0645623728633,0.163718357682,0.324533581734,2.36042287725e-05,0.322052955627,2.3782482458e-05,9.239292e-06,8.953154e-06,6.118095e-06,3.020518e-05,4.52553e-05,3.170052e-07,3.819087e-05,1.036366e-06,9.987819804860052e-06,1.077965448724608e-05,1.4611901839281206e-05,2.4576814333732817e-05,4.383579768559267e-05,6.106760257074526e-07,3.2480842205349684e-05,7.20467010572795e-07,0.05760742519345794,-0.0035582018986420605,0.05558393165895285,-0.008335843529047156,0.05508784835679948,-0.009474524506500513,0.23679862398123497,0.07308026629923497,0.33906364959084867,0.014530067856848683,0.0023816586740915096,0.0023580544453190096,0.3812015710856361,0.059148615458636145,0.011613125458590072,0.011589342976132072,0.05649830405291893,-0.004667323039181069,0.05287931678986585,-0.011040458398134154,-0.04168347634069816,-0.10624584920399816,0.24315374694787376,0.07943538926587376,0.3344999101562918,0.009966328422291837,-0.002364050740385145,-0.002387654969157645,0.3792573180651016,0.05720436243810162,0.0027654096961500715,0.0027416272136920714,9.239292000000018e-06,8.953153999999981e-06,6.118095000000014e-06,3.0205179999999995e-05,4.525529999999997e-05,3.1700520000000483e-07,3.819087000000004e-05,1.036366000000008e-06,0.022759364621295075,0.07308026629923497,0.03421112411880379,0.10624584920399816,3.0545375902308524e-06,8.493806839281206e-06
