timestamp,port,voltage,current_mA,threshold_mA,min_check_voltage,attempts
2026-07-01 17:38:31,7,3.558,,0.01,0.5,10
2026-07-01 17:38:31,8,3.525,,0.01,0.5,10
2026-07-01 17:38:31,9,3.503,,0.01,0.5,10
2026-07-01 17:38:31,10,3.186,,0.01,0.5,10
2026-07-01 17:38:31,11,2.376,,0.01,0.5,10
2026-07-01 17:38:31,12,3.497,,0.01,0.5,10
2026-07-01 17:38:31,13,3.273,,0.01,0.5,10
2026-07-01 17:38:31,14,5.095,,0.01,0.5,10
2026-07-01 17:38:31,19,4.119,,0.01,0.5,10
2026-07-01 17:38:31,20,4.285,,0.01,0.5,10
2026-07-01 17:38:31,21,4.157,,0.01,0.5,10
2026-07-01 17:38:31,22,3.957,,0.01,0.5,10
2026-07-01 17:38:31,26,4.084,,0.01,0.5,10
2026-07-01 17:38:31,27,3.886,,0.01,0.5,10
2026-07-01 17:38:31,28,3.894,,0.01,0.5,10
2026-07-01 17:38:31,29,4.058,,0.01,0.5,10
2026-07-01 17:38:31,33,3.928,,0.01,0.5,10
2026-07-01 17:38:31,36,4.0,,0.01,0.5,10
2026-07-01 17:38:31,38,4.057,,0.01,0.5,10
2026-07-01 17:38:31,40,3.992,,0.01,0.5,10
2026-07-01 17:38:31,41,4.164,,0.01,0.5,10
2026-07-01 17:38:31,42,2.641,,0.01,0.5,10
2026-07-01 17:38:31,43,4.318,,0.01,0.5,10
2026-07-01 17:38:31,44,3.977,,0.01,0.5,10
2026-07-01 17:38:31,45,4.261,,0.01,0.5,10
2026-07-01 17:38:31,46,4.329,,0.01,0.5,10
2026-07-01 17:38:31,48,4.23,,0.01,0.5,10
2026-07-01 17:38:31,49,4.294,,0.01,0.5,10
2026-07-01 17:38:31,65,4.694,,0.01,0.5,10
2026-07-01 17:38:31,66,4.294,,0.01,0.5,10
2026-07-01 17:38:31,67,4.427,,0.01,0.5,10
2026-07-01 17:38:31,68,4.309,,0.01,0.5,10
2026-07-01 17:38:31,73,4.16,,0.01,0.5,10
2026-07-01 17:38:31,74,4.394,,0.01,0.5,10
2026-07-01 17:38:31,75,4.332,,0.01,0.5,10
2026-07-01 17:38:31,76,4.133,,0.01,0.5,10
2026-07-01 17:38:31,81,4.131,,0.01,0.5,10
2026-07-01 17:38:31,82,4.255,,0.01,0.5,10
2026-07-01 17:38:31,83,4.269,,0.01,0.5,10
2026-07-01 17:38:31,84,4.004,,0.01,0.5,10
2026-07-01 17:38:31,99,4.196,,0.01,0.5,10
2026-07-01 17:38:31,100,3.921,,0.01,0.5,10
2026-07-01 17:38:31,101,4.228,,0.01,0.5,10
2026-07-01 17:38:31,102,3.972,,0.01,0.5,10
2026-07-01 17:38:31,105,4.628,,0.01,0.5,10
2026-07-01 17:38:31,106,4.235,,0.01,0.5,10
2026-07-01 17:38:31,107,4.604,,0.01,0.5,10
2026-07-01 17:38:31,108,4.535,,0.01,0.5,10
