sample_index,label,prediction,correct,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,measured_output_power_sum
200,1,1,1,1.603612e-07,5.92915e-05,4.364617e-05,2.918986e-05,1.258493e-06,7.532138e-06,7.455218e-06,4.614255e-06,0.0001531479952
201,5,5,1,6.778765e-06,1.364602e-05,6.981829e-06,3.04685e-06,6.241324e-07,4.770128e-05,4.096535e-05,1.061841e-06,0.0001208060674
202,7,7,1,3.724965e-06,4.042925e-06,5.125672e-06,9.387115e-06,8.984769e-06,7.631887e-06,1.52153e-05,4.187978e-05,9.5992413e-05
203,2,2,1,5.425682e-05,9.976684e-07,4.283829e-05,3.563213e-05,1.385553e-06,7.786462e-06,7.450458e-06,6.396567e-06,0.00015674394839999999
204,3,3,1,6.62702e-06,1.188481e-05,1.463548e-05,5.137664e-05,3.620411e-05,4.445586e-05,7.05445e-07,7.622205e-06,0.00017351157
205,0,0,1,7.116896e-05,5.641455e-05,1.478264e-06,1.248945e-06,1.2089e-05,9.025721e-06,7.034219e-06,4.521784e-06,0.00016298144300000002
206,4,6,0,1.981031e-05,1.181261e-05,3.511876e-05,2.645374e-05,4.517056e-05,1.242015e-06,1.254474e-05,2.777672e-08,0.00015218051172
207,4,4,1,1.866046e-05,1.4702e-05,5.539544e-05,3.886821e-05,5.596952e-05,4.023424e-05,8.202969e-07,9.195706e-06,0.0002338458729
208,2,2,1,5.449852e-05,1.028527e-06,4.121863e-05,3.833784e-05,1.454121e-06,7.722268e-06,6.582193e-06,5.94222e-06,0.000156784319
209,4,4,1,1.552898e-05,1.179154e-05,4.602291e-05,3.296095e-05,4.651284e-05,3.246083e-05,7.603687e-07,6.190154e-06,0.00019222857270000002
210,1,1,1,1.620662e-07,5.925683e-05,4.214876e-05,3.039595e-05,1.281552e-06,7.314913e-06,7.454222e-06,4.3395e-06,0.0001523537932
211,5,5,1,1.037548e-05,1.452055e-05,8.649597e-06,1.858317e-06,4.800151e-07,4.850178e-05,4.103814e-05,1.058782e-06,0.00012648266110000002
212,7,7,1,4.034714e-06,4.240157e-06,4.6677e-06,9.749907e-06,8.896877e-06,7.513629e-06,1.541581e-05,4.185687e-05,9.6375664e-05
213,7,7,1,4.605512e-06,6.136399e-06,4.467278e-06,1.071736e-05,7.030802e-06,7.700555e-06,1.599899e-05,4.154453e-05,9.8201426e-05
214,2,2,1,5.645573e-05,1.091815e-06,3.827978e-05,4.1278e-05,1.522659e-06,7.577424e-06,6.484568e-06,5.934846e-06,0.000158624822
215,2,2,1,5.450887e-05,1.025196e-06,4.112544e-05,3.734447e-05,1.46271e-06,8.681109e-06,7.752865e-06,4.744341e-06,0.000156645001
216,6,6,1,1.973765e-05,8.419227e-06,4.098833e-06,2.176648e-05,4.834377e-05,3.450959e-07,3.878987e-05,9.91227e-07,0.0001424921529
217,5,5,1,9.978053e-06,9.857475e-06,5.584418e-06,3.36194e-06,6.814805e-07,5.125978e-05,3.866312e-05,1.04098e-06,0.00012042724650000001
218,7,7,1,3.976892e-06,4.383556e-06,4.036771e-06,9.863218e-06,9.179055e-06,7.633121e-06,1.541146e-05,4.17809e-05,9.6264973e-05
219,7,7,1,4.772095e-06,3.807365e-06,4.214027e-06,1.041503e-05,9.002028e-06,7.772159e-06,1.570178e-05,4.11185e-05,9.6802984e-05
220,1,1,1,1.605734e-07,5.451223e-05,3.493738e-05,3.601499e-05,1.442865e-06,7.678001e-06,7.463831e-06,6.604404e-06,0.0001488142744
221,1,1,1,1.61421e-07,5.874245e-05,4.314928e-05,2.913822e-05,1.25398e-06,7.366486e-06,7.161053e-06,5.030473e-06,0.000152003363
222,0,0,1,6.966033e-05,5.575835e-05,1.457586e-06,1.439238e-06,1.478963e-05,7.74781e-06,7.040008e-06,5.120564e-06,0.00016301351600000002
223,3,3,1,7.170666e-06,1.18257e-05,1.501172e-05,5.233854e-05,3.316123e-05,4.806531e-05,7.634107e-07,5.110179e-06,0.0001734467557
224,0,0,1,7.037738e-05,5.740922e-05,1.516944e-06,1.141955e-06,1.20164e-05,8.225972e-06,6.596424e-06,5.29428e-06,0.00016257857499999998
