global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,cosine_before_iter,cosine_after_iter,grad_norm,max_abs_grad,accepted,rejected,lr_used
3,1,skipped,first_or_last_layer_bar_fixed,,,,,,,,,,
3,2,optimized,,0,0.006394340350879446,0.005690941019860414,0.9969365084050835,0.9973283252857152,0.085243229519734,0.07036353413979386,True,True,0.05
3,2,optimized,,1,0.005698071816710558,0.005125627587670183,0.997325028963062,0.9976540099546299,0.07663868125884038,0.06554654855618407,True,True,0.0125
3,2,optimized,,2,0.005104530248020777,0.00463293336828373,0.9976663782983265,0.9979418736760559,0.06730731820038968,0.05720356477815738,True,True,0.1
3,2,optimized,,3,0.0046309884236336255,0.0043087965632921145,0.9979442646533578,0.998139718123004,4.3669311743982595,4.366526134943081,True,True,0.025
3,2,optimized,,4,0.004287589220679693,0.004051326896525443,0.9981519926535538,0.9982993519025835,0.05213471374254738,0.04385894348799792,True,True,0.003125
3,2,optimized,,5,0.004050563837954211,0.0038556263477234013,0.9982979161396982,0.9984273739370724,0.04543605845216423,0.038504328084163035,True,True,0.003125
3,2,optimized,,6,0.0038470923231419723,0.003722843087998001,0.9984343117858495,0.9985161673171602,0.04426019606632337,0.03380419744964911,True,True,0.0015625
3,2,optimized,,7,0.0037149198487987554,0.00359653982045736,0.9985214503926687,0.998605928637076,0.03460793120793121,0.02933201355119183,True,True,0.0125
3,2,optimized,,8,0.0036027344272560736,0.00352523527179725,0.9986010942812237,0.9986610842836507,0.029358470866447297,0.024714069033716684,True,True,0.025
3,3,optimized,,0,0.021403122736122365,0.018540100987919087,0.9897963095954955,0.9910984943595217,0.18106059155269721,0.1420816449580773,True,True,0.05
3,3,optimized,,1,0.018522862450808628,0.015218184730419578,0.9911086525898911,0.9926220014338756,0.1850211270908059,0.13717091250809327,True,False,0.025
3,3,optimized,,2,0.015268515397997194,0.01263745831763459,0.9925935390556216,0.9938117724408907,0.1654615205906034,0.12412930082369109,True,True,0.0125
3,3,optimized,,3,0.012664986210135976,0.010569418801290531,0.9937982050985735,0.9947809708490407,0.1458704229393554,0.10804288824274866,True,True,0.05
3,3,optimized,,4,0.010550800754447693,0.009112091750720044,0.9947902029546312,0.9954716523151351,0.1274345996624896,0.09193806421581353,True,True,0.00625
3,3,optimized,,5,0.009041933671969473,0.008117069938179941,0.9955050804729244,0.9959497369812806,0.10934231747625965,0.0769569661787618,True,True,0.00625
3,3,optimized,,6,0.008144988322788834,0.007487640895358203,0.9959362676775133,0.9962563009163813,0.09522435998569831,0.0649917823667928,True,True,0.025
3,3,optimized,,7,0.007496706868749728,0.008048936566111152,0.9962522999380679,0.9959836815228912,0.08235975439990503,0.05474643449441582,True,True,0.1
3,3,optimized,,8,0.0080584834542068,0.009267799160116674,0.9959790007067216,0.9953951346079615,0.09519162353341261,0.06913841626780472,True,True,0.00625
3,3,optimized,,9,0.009237238307346324,0.007949449884590854,0.9954102062364456,0.9960316524422362,0.11401829701658839,0.08701669527665971,True,True,0.00625
3,3,optimized,,10,0.007944696793836874,0.006421324419708406,0.9960343666113398,0.9967841740322494,0.09208387034415859,0.07385527308919972,True,True,0.0015625
3,3,optimized,,11,0.006367373639122108,0.006062695676394795,0.996811245900481,0.996964664074582,0.07839487871061575,0.050550237129616385,True,True,0.05
3,3,optimized,,12,0.00603437268433835,0.00568485474922754,0.9969789790730716,0.9971591843175418,0.07909456489725694,0.06683098464315494,True,True,0.05
3,3,optimized,,13,0.0057032409560905445,0.005574460247619166,0.9971495878716917,0.9972177445488467,0.0387962398307232,0.024173345725033026,True,True,0.003125
3,3,optimized,,14,0.005597043934407522,0.005516653143299188,0.9972060903226017,0.9972495377452617,0.03177377166923594,0.019483371403617694,True,True,0.1
