sample_index,label,prediction,correct,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7,output_power_norm_0,output_power_norm_1,output_power_norm_2,output_power_norm_3,output_power_norm_4,output_power_norm_5,output_power_norm_6,output_power_norm_7,predicted_output_index,predicted_class,predicted_output_power,output_power_sum,inference_correct
100,2,2,1,2.59216908e-05,2.2617900200000002e-05,4.05042445e-05,3.507576345e-05,1.8051542e-05,8.6581763e-06,1.072954983e-05,1.0727413e-05,0.15045708101633765,0.13128091331182917,0.2350984911926366,0.20358999819203713,0.1047764336871043,0.050254589605043615,0.06227744789090462,0.062265045104106936,2,2,4.05042445e-05,0.00017228628008,True
101,5,5,1,1.2532840299999997e-05,1.2248824039999999e-05,9.6938995e-06,2.593546942e-05,1.4822205889999998e-05,3.6903591e-05,2.640551546e-05,6.0859063e-06,0.08665554713196007,0.08469177963668025,0.06702632004452609,0.1793250563253662,0.10248485820891783,0.2551617025902004,0.1825750855125578,0.042079650549791396,5,5,3.6903591e-05,0.00014462825191,True
102,4,4,1,2.50199937e-05,3.72275571e-05,4.49987694e-05,5.151412543e-05,7.072163874e-05,3.47188234e-05,4.0222109719999994e-05,1.3132235040000001e-05,0.07878941853634217,0.11723174724210568,0.14170374774622532,0.16222098365428034,0.22270656264241384,0.10933159859076823,0.12666176799012366,0.04135417359774068,4,4,7.072163874e-05,0.00031755525253,True
103,7,7,1,6.40532013e-06,1.0496393299999999e-05,9.20408233e-06,1.33811025e-05,9.071128300000002e-06,1.1354464799999999e-05,1.5491312819999997e-05,4.45679476e-05,0.053390235909415176,0.08749053960008783,0.07671874581674963,0.11153544314779863,0.07561053469181911,0.09464281909312634,0.12912466968397213,0.37148701205703105,7,7,4.45679476e-05,0.00011997175178000001,True
104,6,6,1,9.485609450000001e-06,1.8915418e-05,1.8398951500000002e-05,3.51296516e-05,2.6984788810000003e-05,2.69650126e-05,5.0466769729999995e-05,6.438260929999999e-06,0.049203184328693604,0.09811692157621868,0.0954379375285363,0.18222242146787793,0.13997387778697745,0.13987129581677488,0.26177820060881,0.033396160886111144,6,6,5.0466769729999995e-05,0.00019278446262,True
105,7,7,1,5.913006000000001e-06,8.8979011e-06,7.528826474999999e-06,1.150751591e-05,8.59441521e-06,1.14558672e-05,1.5204241400000001e-05,4.72972942e-05,0.05079942758350704,0.07644306171423765,0.06468115799401404,0.09886261254192875,0.07383577373048265,0.09841889154732354,0.13062167702205268,0.40633739786645356,7,7,4.72972942e-05,0.00011639906749500001,True
106,0,0,1,5.16150776e-05,4.85341601e-05,4.445422585e-05,7.81205873e-06,7.88919181e-06,9.9710351e-06,9.837014679999999e-06,8.024568900000001e-06,0.2743478757780627,0.25797197922080445,0.23628604272999765,0.04152317147788169,0.04193315432851717,0.052998705537032904,0.0522863513326505,0.04265271959505309,0,0,5.16150776e-05,0.00018813733276999998,True
107,5,5,1,8.731388899999999e-06,1.5492440430000003e-05,9.629336899999999e-06,1.766815435e-05,1.1854058260000001e-05,2.28616818e-05,5.753735170000001e-06,4.656526800000001e-06,0.09034279133870772,0.1602987026605641,0.09963376780603812,0.18281059291519258,0.12265273304915612,0.23654749229064026,0.05953331157675202,0.048180608362949046,5,5,2.28616818e-05,9.664732261e-05,True
108,5,5,1,8.883521600000001e-06,1.5186470249999998e-05,9.619079499999998e-06,2.188641197e-05,1.4048804e-05,9.21734254e-05,1.4733665280000002e-05,7.6534139e-06,0.048231569546866596,0.08245235718617439,0.05222515605535181,0.11882855117529387,0.07627559178516519,0.5004399356166387,0.07999392961824663,0.041552909016262816,5,5,9.21734254e-05,0.0001841847919,True
109,6,6,1,9.32794706e-06,1.82580201e-05,1.7730025799999996e-05,2.825013576e-05,2.5324648190000003e-05,1.72297393e-05,3.4974995450000005e-05,5.3663505999999995e-06,0.059618024004465156,0.1166931023079592,0.11331851445393883,0.18055604958258406,0.1618582817831789,0.11012101640058801,0.2235368731063703,0.03429813836091561,6,6,3.4974995450000005e-05,0.00015646186226,True
