sample_index,label,prediction,correct,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,measured_output_power_sum
100,2,2,1,2.59216908e-05,2.2617900200000002e-05,4.05042445e-05,3.507576345e-05,1.8051542e-05,8.6581763e-06,1.072954983e-05,1.0727413e-05,0.00017228628008
101,5,5,1,1.2532840299999997e-05,1.2248824039999999e-05,9.6938995e-06,2.593546942e-05,1.4822205889999998e-05,3.6903591e-05,2.640551546e-05,6.0859063e-06,0.00014462825191
102,4,4,1,2.50199937e-05,3.72275571e-05,4.49987694e-05,5.151412543e-05,7.072163874e-05,3.47188234e-05,4.0222109719999994e-05,1.3132235040000001e-05,0.00031755525253
103,7,7,1,6.40532013e-06,1.0496393299999999e-05,9.20408233e-06,1.33811025e-05,9.071128300000002e-06,1.1354464799999999e-05,1.5491312819999997e-05,4.45679476e-05,0.00011997175178000001
104,6,6,1,9.485609450000001e-06,1.8915418e-05,1.8398951500000002e-05,3.51296516e-05,2.6984788810000003e-05,2.69650126e-05,5.0466769729999995e-05,6.438260929999999e-06,0.00019278446262
105,7,7,1,5.913006000000001e-06,8.8979011e-06,7.528826474999999e-06,1.150751591e-05,8.59441521e-06,1.14558672e-05,1.5204241400000001e-05,4.72972942e-05,0.00011639906749500001
106,0,0,1,5.16150776e-05,4.85341601e-05,4.445422585e-05,7.81205873e-06,7.88919181e-06,9.9710351e-06,9.837014679999999e-06,8.024568900000001e-06,0.00018813733276999998
107,5,5,1,8.731388899999999e-06,1.5492440430000003e-05,9.629336899999999e-06,1.766815435e-05,1.1854058260000001e-05,2.28616818e-05,5.753735170000001e-06,4.656526800000001e-06,9.664732261e-05
108,5,5,1,8.883521600000001e-06,1.5186470249999998e-05,9.619079499999998e-06,2.188641197e-05,1.4048804e-05,9.21734254e-05,1.4733665280000002e-05,7.6534139e-06,0.0001841847919
109,6,6,1,9.32794706e-06,1.82580201e-05,1.7730025799999996e-05,2.825013576e-05,2.5324648190000003e-05,1.72297393e-05,3.4974995450000005e-05,5.3663505999999995e-06,0.00015646186226
