sample_index,label,prediction,correct,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7,output_power_norm_0,output_power_norm_1,output_power_norm_2,output_power_norm_3,output_power_norm_4,output_power_norm_5,output_power_norm_6,output_power_norm_7,predicted_output_index,predicted_class,predicted_output_power,output_power_sum,inference_correct
200,1,1,1,2.14085284e-05,5.076401939999999e-05,2.5028517600000002e-05,3.315524674000001e-05,1.818521499e-05,8.061273999999999e-06,9.86848707e-06,8.8817913e-06,0.12208812335114992,0.28949602450523254,0.1427321246445518,0.18907707144088112,0.10370627674092259,0.04597167054599688,0.056277808739595016,0.0506509000316701,1,1,5.076401939999999e-05,0.0001753530795,True
201,5,5,1,8.4420525e-06,1.4744870899999997e-05,9.376177599999998e-06,1.7242444830000006e-05,1.1529369199999998e-05,2.22883905e-05,5.62864767e-06,4.3832238e-06,0.09015898480119282,0.1574714906556966,0.10013520452895601,0.18414494832428208,0.12313074604429912,0.23803437142004866,0.06011253302805205,0.04681172119747261,5,5,2.22883905e-05,9.3635177e-05,True
202,7,7,1,5.54599241e-06,9.399776600000002e-06,8.29485876e-06,1.347606018e-05,9.5431272e-06,1.0830381400000002e-05,1.5172408519999998e-05,4.3436914e-05,0.04793444652647681,0.08124300494553474,0.07169311356412364,0.11647464300907573,0.08248199540247232,0.09360783421621184,0.13113631449773316,0.37542864783837165,7,7,4.3436914e-05,0.00011569951907000001,True
203,2,2,1,2.55691765e-05,2.2436008599999998e-05,3.9963610000000005e-05,3.464018831e-05,1.750247371e-05,8.0311278e-06,1.0479274549999999e-05,1.0383656500000001e-05,0.15129196436723855,0.13275311442487236,0.23646334719095152,0.20496483863963913,0.10356155306260448,0.04751991527557952,0.062005517925581594,0.061439749113533046,2,2,3.9963610000000005e-05,0.00016900551596999997,True
204,3,3,1,6.809023100000001e-06,1.782407892e-05,2.0456526500000002e-05,4.789709192e-05,3.2970503880000005e-05,2.6765623099999998e-05,2.056668052e-05,9.9013683e-06,0.03716900369917641,0.09729784222818869,0.11166781166461312,0.2614600010321998,0.17997894304095255,0.14610782331090363,0.11226911894713051,0.05404945607683546,3,3,4.789709192e-05,0.00018319089623999998,True
205,0,0,1,0.0001378294383,2.75847877e-05,3.695758377e-05,7.54153453e-06,8.81497232e-06,9.2060263e-06,1.0170547469999999e-05,8.406048e-06,0.5591209834345883,0.11190086687495653,0.1499226931323029,0.030593103004900698,0.03575894999861633,0.03734530548675017,0.04125799664885207,0.03410010141903302,0,0,0.0001378294383,0.00024651093839,True
206,4,6,0,1.6544729899999998e-05,2.3488120700000002e-05,2.9279555e-05,2.301968778e-05,3.684084551e-05,9.55358187e-06,2.6395541110000002e-05,4.11049323e-06,0.09776328136287768,0.1387919758472051,0.1730137264824645,0.13602399234826656,0.21769360799540396,0.05645238804291977,0.1559720060623253,0.024289021858537194,4,4,3.684084551e-05,0.0001692325551,True
207,4,4,1,1.93698388e-05,3.0389726249999998e-05,3.61198071e-05,3.9979051550000005e-05,5.550784202e-05,2.6432852799999997e-05,2.9573830169999997e-05,1.12669533e-05,0.07790317903511333,0.12222385066425194,0.14526955171279263,0.16079097212485194,0.22324591337006103,0.1063097780703883,0.1189424140425756,0.04531434097996525,4,4,5.550784202e-05,0.00024863990199,True
208,2,2,1,2.5748066e-05,2.27158364e-05,4.03818409e-05,3.5100271469999996e-05,1.7506044760000002e-05,7.7486966e-06,1.014489565e-05,9.8791522e-06,0.15215302600110006,0.13423467402972847,0.23862838041622178,0.20741800637067576,0.1034484564217251,0.04578936667532371,0.05994922382181624,0.058378866263408866,2,2,4.03818409e-05,0.00016922480398,True
209,4,4,1,1.6172395e-05,2.5658716970000003e-05,3.07435156e-05,3.339653091000001e-05,4.703635901e-05,2.18868859e-05,2.4465558089999995e-05,8.64025877e-06,0.0777518167075114,0.12335908557769906,0.14780520695145755,0.16056007474347858,0.22613610194001704,0.10522530155830448,0.11762275088263997,0.04153966163889194,4,4,4.703635901e-05,0.00020800022025,True
