sample_index,label,prediction,correct,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7,output_power_norm_0,output_power_norm_1,output_power_norm_2,output_power_norm_3,output_power_norm_4,output_power_norm_5,output_power_norm_6,output_power_norm_7,predicted_output_index,predicted_class,predicted_output_power,output_power_sum,inference_correct
0,7,7,1,8.412248e-05,2.457124e-06,5.620619e-06,9.409364e-06,4.483748e-06,4.256764e-05,2.378022e-05,6.53324e-05,0.3537923544454127,0.01033388084997411,0.023638533118027678,0.039572787718501715,0.01885721583172429,0.1790259343136903,0.1000120303518143,0.274767263370855,0,0,8.412248e-05,0.000237773595,False
1,2,2,1,0.000112587,8.142882e-05,2.797808e-05,9.572068e-06,9.913549e-06,1.88169e-05,3.459327e-06,6.319849e-06,0.4168721754875495,0.3015038089724753,0.10359351502007069,0.035442180811947714,0.036706571259847234,0.0696727156681648,0.012808736108190272,0.023400296671754413,0,0,0.000112587,0.000270075593,False
2,1,1,1,9.000654e-05,2.079188e-05,0.0001163104,1.090495e-05,9.626575e-06,1.397979e-05,3.408031e-06,5.852861e-06,0.33227332676939386,0.0767565016652126,0.4293781712515436,0.04025734146378587,0.03553801868892058,0.0516085978956363,0.012581283516766939,0.021606758748740275,2,2,0.0001163104,0.000270881027,False
3,0,0,1,0.0002068325,2.218972e-05,1.194618e-05,8.744525e-06,1.384356e-06,2.090028e-05,1.323878e-05,8.347965e-06,0.7045080263929366,0.07558210553666311,0.040690799051090965,0.029785396634927755,0.0047153610452188134,0.07119004515180044,0.04509362295408256,0.028434643233279638,0,0,0.0002068325,0.000293584306,True
4,4,4,1,0.0001823394,9.649096e-06,1.102511e-05,5.783929e-05,7.436144e-06,1.899336e-05,1.073756e-05,6.536787e-06,0.5987041882871175,0.03168242403114451,0.03620051142718569,0.18991301479851963,0.024416283905212582,0.06236394427998012,0.03525635240646959,0.02146328086437041,0,0,0.0001823394,0.000304556747,False
5,1,1,1,9.015419e-05,2.101819e-05,0.0001168725,1.116733e-05,9.622995e-06,1.319252e-05,3.107008e-06,5.956368e-06,0.33256049227525175,0.07753183310875261,0.431118910096573,0.04119401175031562,0.03549727366373417,0.048664526247211626,0.011461121329836642,0.021971831528324492,2,2,0.0001168725,0.000271091101,False
6,4,4,1,9.107455e-05,1.149101e-05,8.924419e-06,5.871455e-05,2.833646e-05,2.980794e-05,3.543557e-05,7.867469e-06,0.33526188185023564,0.04230048500881834,0.03285239958210058,0.21613887222050235,0.10431163156528282,0.10972841544074512,0.13044473876220916,0.028961575570105938,0,0,9.107455e-05,0.000271651968,False
7,5,5,1,0.0001058645,3.266638e-06,6.983747e-06,9.324091e-06,6.101965e-06,0.0001132693,1.582547e-05,5.344262e-06,0.39801680858129873,0.012281518654037912,0.026256664820399844,0.035055613002863195,0.02294144529445456,0.42585649860187036,0.059498727748197804,0.020092723296877696,5,5,0.0001132693,0.00026597997299999997,True
8,0,0,1,0.0002044084,2.456074e-05,1.405701e-05,7.188879e-06,1.139812e-06,2.101572e-05,1.280447e-05,7.740268e-06,0.6978413237473131,0.08384929050769725,0.04799001639036956,0.02454251800620356,0.0038912682399699448,0.07174674751283647,0.043713899696307776,0.026424935899302414,0,0,0.0002044084,0.000292915299,True
9,6,6,1,9.781969e-05,2.866606e-06,7.013442e-06,5.343507e-05,3.339254e-05,2.276578e-05,6.520766e-05,3.056578e-06,0.3425570538425543,0.01003863440875134,0.02456053611308349,0.18712551788980988,0.11693811463438136,0.07972401594431291,0.22835222538087147,0.010703901786235133,0,0,9.781969e-05,0.00028555736600000003,False
10,0,0,1,0.000210714,2.656433e-05,1.46798e-05,6.13667e-06,1.238415e-06,1.804245e-05,1.079515e-05,6.984466e-06,0.7139089610258406,0.09000120177419425,0.049735854124866564,0.0207913271251955,0.0041958083751854,0.06112867077584155,0.03657447687680032,0.023663699922075936,0,0,0.000210714,0.000295155281,True
11,1,1,1,8.967777e-05,2.080301e-05,0.0001162165,1.061876e-05,9.741859e-06,1.513455e-05,4.125902e-06,5.177912e-06,0.3303094083471786,0.07662355927160588,0.42805929892302047,0.039111993228429814,0.035882110834063306,0.05574496618393602,0.015196901623651447,0.019071761588114383,2,2,0.0001162165,0.000271496263,False
12,5,5,1,9.735121e-05,1.446288e-06,5.395355e-06,9.106567e-06,4.785501e-06,0.0001230893,1.475591e-05,5.524762e-06,0.37234418863983554,0.005531692229603828,0.020635892249299008,0.03483035599567074,0.018303352234452164,0.47078598754699924,0.05643768923460156,0.021130841869538092,5,5,0.0001230893,0.00026145489299999995,True
13,7,7,1,8.260943e-05,1.718661e-06,4.299445e-06,8.508473e-06,3.899218e-06,4.252717e-05,2.390887e-05,6.600931e-05,0.3538171400013287,0.00736104485470755,0.018414572446426667,0.03644188784063181,0.016700395596503943,0.18214435884317692,0.10240196553908636,0.2827186348781381,0,0,8.260943e-05,0.000233480577,False
14,3,3,1,8.745836e-05,3.961895e-06,5.413962e-06,2.880538e-05,3.957261e-05,5.627705e-05,4.03638e-05,3.439791e-06,0.3296672362611147,0.014934043755299425,0.020407493231781357,0.10857955733506995,0.14916576265938386,0.21213180236204482,0.15214808957081272,0.01296601482449312,0,0,8.745836e-05,0.000265292848,False
15,4,4,1,6.010233e-05,1.985779e-05,1.435377e-05,1.334883e-05,7.084314e-06,4.09585e-05,3.287901e-05,8.925221e-06,0.3043005493930895,0.1005408011092515,0.07267372324603799,0.0675856710173292,0.03586817087246294,0.20737455689849058,0.16646776932775958,0.045188758135578766,0,0,6.010233e-05,0.000197509765,False
16,6,6,1,9.633596e-05,3.084432e-06,6.835911e-06,5.27441e-05,3.395569e-05,2.289985e-05,6.565537e-05,3.127489e-06,0.3384498505583227,0.010836301931877863,0.024016089696723784,0.18530186197172094,0.11929396049102259,0.08045231303355473,0.230662051479545,0.010987570837232516,0,0,9.633596e-05,0.000284638802,False
17,6,6,1,9.620708e-05,3.638202e-06,7.946128e-06,5.2838e-05,3.428694e-05,2.240159e-05,6.434502e-05,3.019995e-06,0.33794464442031663,0.012779837837498911,0.02791220148744065,0.18560296312787675,0.12043903366114772,0.07868960753199994,0.2260234371952476,0.010608274738471785,0,0,9.620708e-05,0.000284682955,False
18,5,5,1,8.846336e-05,1.6516e-06,1.095612e-06,2.433463e-05,1.35847e-05,0.0001372609,6.244884e-05,6.371742e-06,0.2639032092060453,0.004927040306005837,0.0032684212180574394,0.07259487941495447,0.040525771642648034,0.4094756519366896,0.18629689497657395,0.019008131299025333,5,5,0.0001372609,0.000335211384,True
19,4,4,1,0.0001038413,7.626808e-06,9.789892e-06,6.034248e-05,1.633158e-05,2.945259e-05,5.457505e-05,1.148646e-07,0.36813422063507817,0.027038269157005728,0.034706752145067396,0.21392386118035686,0.05789809521875621,0.10441419998916131,0.19347738807074277,0.0004072136038316161,0,0,0.0001038413,0.0002820745646,False
