sample_index,label,prediction,correct,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,measured_output_power_sum
0,7,7,1,8.412248e-05,2.457124e-06,5.620619e-06,9.409364e-06,4.483748e-06,4.256764e-05,2.378022e-05,6.53324e-05,0.000237773595
1,2,2,1,0.000112587,8.142882e-05,2.797808e-05,9.572068e-06,9.913549e-06,1.88169e-05,3.459327e-06,6.319849e-06,0.000270075593
2,1,1,1,9.000654e-05,2.079188e-05,0.0001163104,1.090495e-05,9.626575e-06,1.397979e-05,3.408031e-06,5.852861e-06,0.000270881027
3,0,0,1,0.0002068325,2.218972e-05,1.194618e-05,8.744525e-06,1.384356e-06,2.090028e-05,1.323878e-05,8.347965e-06,0.000293584306
4,4,4,1,0.0001823394,9.649096e-06,1.102511e-05,5.783929e-05,7.436144e-06,1.899336e-05,1.073756e-05,6.536787e-06,0.000304556747
5,1,1,1,9.015419e-05,2.101819e-05,0.0001168725,1.116733e-05,9.622995e-06,1.319252e-05,3.107008e-06,5.956368e-06,0.000271091101
6,4,4,1,9.107455e-05,1.149101e-05,8.924419e-06,5.871455e-05,2.833646e-05,2.980794e-05,3.543557e-05,7.867469e-06,0.000271651968
7,5,5,1,0.0001058645,3.266638e-06,6.983747e-06,9.324091e-06,6.101965e-06,0.0001132693,1.582547e-05,5.344262e-06,0.00026597997299999997
8,0,0,1,0.0002044084,2.456074e-05,1.405701e-05,7.188879e-06,1.139812e-06,2.101572e-05,1.280447e-05,7.740268e-06,0.000292915299
9,6,6,1,9.781969e-05,2.866606e-06,7.013442e-06,5.343507e-05,3.339254e-05,2.276578e-05,6.520766e-05,3.056578e-06,0.00028555736600000003
10,0,0,1,0.000210714,2.656433e-05,1.46798e-05,6.13667e-06,1.238415e-06,1.804245e-05,1.079515e-05,6.984466e-06,0.000295155281
11,1,1,1,8.967777e-05,2.080301e-05,0.0001162165,1.061876e-05,9.741859e-06,1.513455e-05,4.125902e-06,5.177912e-06,0.000271496263
12,5,5,1,9.735121e-05,1.446288e-06,5.395355e-06,9.106567e-06,4.785501e-06,0.0001230893,1.475591e-05,5.524762e-06,0.00026145489299999995
13,7,7,1,8.260943e-05,1.718661e-06,4.299445e-06,8.508473e-06,3.899218e-06,4.252717e-05,2.390887e-05,6.600931e-05,0.000233480577
14,3,3,1,8.745836e-05,3.961895e-06,5.413962e-06,2.880538e-05,3.957261e-05,5.627705e-05,4.03638e-05,3.439791e-06,0.000265292848
15,4,4,1,6.010233e-05,1.985779e-05,1.435377e-05,1.334883e-05,7.084314e-06,4.09585e-05,3.287901e-05,8.925221e-06,0.000197509765
16,6,6,1,9.633596e-05,3.084432e-06,6.835911e-06,5.27441e-05,3.395569e-05,2.289985e-05,6.565537e-05,3.127489e-06,0.000284638802
17,6,6,1,9.620708e-05,3.638202e-06,7.946128e-06,5.2838e-05,3.428694e-05,2.240159e-05,6.434502e-05,3.019995e-06,0.000284682955
18,5,5,1,8.846336e-05,1.6516e-06,1.095612e-06,2.433463e-05,1.35847e-05,0.0001372609,6.244884e-05,6.371742e-06,0.000335211384
19,4,4,1,0.0001038413,7.626808e-06,9.789892e-06,6.034248e-05,1.633158e-05,2.945259e-05,5.457505e-05,1.148646e-07,0.0002820745646
20,0,0,1,0.0002046553,2.556218e-05,1.49557e-05,7.951207e-06,1.046871e-06,1.955883e-05,1.343226e-05,7.433527e-06,0.000294595875
21,7,7,1,8.597614e-05,9.888589e-07,2.545956e-06,8.125448e-06,2.081918e-06,4.257843e-05,2.369865e-05,6.490044e-05,0.00023089584089999997
22,4,4,1,9.287062e-05,1.041906e-05,8.598418e-06,5.736113e-05,2.862327e-05,2.97202e-05,3.55974e-05,8.19835e-06,0.000271388448
23,0,0,1,0.0002048452,2.514321e-05,1.601374e-05,7.24973e-06,1.11194e-06,1.958728e-05,1.268749e-05,7.415757e-06,0.000294054347
24,1,1,1,9.005016e-05,2.098827e-05,0.0001158857,1.134325e-05,9.868094e-06,1.33754e-05,3.059892e-06,5.80286e-06,0.000270373626
25,3,3,1,6.78538e-05,2.768924e-06,9.165235e-07,3.270357e-05,1.549466e-05,4.123049e-05,5.802826e-05,1.159511e-05,0.0002305913375
26,1,1,1,9.025237e-05,2.080807e-05,0.0001163833,1.091002e-05,9.845663e-06,1.4104e-05,3.481726e-06,5.641011e-06,0.00027142616
27,3,3,1,7.449635e-05,2.946479e-06,3.080965e-06,3.451726e-05,2.513058e-05,4.355908e-05,6.598188e-05,9.291672e-06,0.000259004266
28,4,4,1,0.0001135579,1.170809e-05,1.018097e-05,5.49717e-05,3.022579e-05,2.439871e-05,3.278783e-05,2.864469e-06,0.000280695459
29,7,7,1,8.610696e-05,2.613358e-06,6.705879e-06,9.128185e-06,4.144164e-06,4.241447e-05,2.340925e-05,6.327988e-05,0.00023780214600000002
