global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,cosine_before_iter,cosine_after_iter,grad_norm,max_abs_grad,accepted,rejected,lr_used
8,1,skipped,first_or_last_layer_bar_fixed,,,,,,,,,,
8,2,optimized,,0,1.0426933627957082,0.013474546709856603,0.5366721862093569,0.9938091811209859,0.5273713933365212,0.5146258419012005,True,True,0.00625
8,2,optimized,,1,0.013347059299574275,0.013263491382563306,0.9938749376068614,0.9939576790745793,0.18913229385758584,0.13559097964189065,True,True,0.009375000000000001
8,2,optimized,,2,0.013081029503805264,0.012253127485985966,0.9940308174717333,0.9944067923387372,0.16839284994161777,0.13017392859105736,True,True,0.0011718750000000002
8,2,optimized,,3,0.012984200472183393,0.011972785541432003,0.9940722864947681,0.99472463515779,0.17777044715794565,0.12314601398014295,True,True,0.0017578125000000003
8,2,optimized,,4,0.012036673223955003,0.009195559637965733,0.9946640466676038,0.9961556993292745,0.1586903006191566,0.11562904267715528,True,True,0.0023437500000000003
8,2,optimized,,5,0.009223467735226391,0.00785989999490553,0.9961408977422533,0.9970094051053318,0.14012074172661465,0.11219679810343015,True,True,0.0011718750000000002
8,2,optimized,,6,0.007845489022422863,0.006937741753784558,0.9970182446073754,0.9976840859751627,0.11783957987727198,0.10170641676590442,True,True,0.001
8,2,optimized,,7,0.00698230299782193,0.007649973685404402,0.9976718086775401,0.9974121263432838,0.524461615284708,0.5076253741545573,True,True,0.001
8,2,optimized,,8,0.0076698952097323,0.00677519537530481,0.9974035633861735,0.9978696489480764,0.11610523054146199,0.10480957146369078,True,True,0.001
8,2,optimized,,9,0.006687844523867444,0.21471266871751088,0.9979183085447639,0.8886647494831169,0.11260306885093338,0.10363841085072574,True,True,0.001
8,2,optimized,,10,0.006611045780216656,0.007580563430582471,0.9980418695705346,0.9975745985226067,0.11199760986663705,0.10357571429233482,False,True,0.001
8,2,optimized,,11,0.007867612457395116,0.007731691070428726,0.9974480759828181,0.9975940741894056,0.1325512269510563,0.12685093832669245,True,True,0.001
8,2,optimized,,12,0.007941112081220664,0.007694979141479999,0.9974722464657162,0.9976125938139403,0.12358431874689693,0.12136352695019992,True,True,0.001
8,3,optimized,,0,1.6113917728457734,0.6996872813787388,0.34080520277424237,0.6754701524163473,0.7941263269033889,0.5680382962624363,True,False,0.05
8,3,optimized,,1,0.696662230788163,0.5675772100502672,0.6767150470326245,0.7255523032492277,3.1845858377492458,3.0602166790582186,True,True,0.037500000000000006
8,3,optimized,,2,0.5677802601553835,0.24539565590212375,0.7255140977455632,0.8783905811195301,0.6789351063776691,0.6228953056361142,True,False,0.007031250000000001
8,3,optimized,,3,0.24409520291991033,0.15413816166664696,0.8789930519714955,0.9215816834575409,1.0567511618469343,0.8672703899318344,True,True,0.010546875
8,3,optimized,,4,0.15300440805174886,0.07689554957039006,0.9221205760821788,0.9608732439021102,0.8347331642243248,0.8335356495655183,True,True,0.015820312500000003
8,3,optimized,,5,0.0766518157605436,0.031710623307110206,0.9609979637285921,0.98425928474704,0.6267381562449577,0.6262108438131622,True,True,0.001318359375
8,3,optimized,,6,0.03069935504322379,0.019306863772461533,0.9846702707637048,0.9904322955915057,0.2983345919161393,0.2823811214558196,True,True,0.0019775390625000003
8,3,optimized,,7,0.019123356250947823,0.018004017243435165,0.9905282802410944,0.9909634737752158,0.09132874248017295,0.06555373361118445,True,True,0.001
8,3,optimized,,8,0.018009701360844878,0.017956934219252756,0.9909610378063098,0.9910030818950163,0.05817520171020517,0.04869876117177948,True,True,0.0014831542968750003
