sample_index,label,prediction,correct,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,measured_output_power_sum
0,7,7,1,5.650669199999999e-06,9.302693799999999e-06,7.612213200000001e-06,1.2438948899999998e-05,6.228107920000001e-06,1.1044687300000002e-05,1.290196934e-05,4.51877115e-05,0.00011036700116
1,2,2,1,2.6022441199999995e-05,2.2601544399999997e-05,4.0726428200000003e-05,3.646958834000001e-05,1.873460024e-05,8.691550900000001e-06,1.094096892e-05,9.625522600000001e-06,0.00017381264479999998
2,1,1,1,2.1860303699999997e-05,5.1230141699999996e-05,2.47354071e-05,3.410437062e-05,1.854787871e-05,8.2111576e-06,1.004423819e-05,9.8460309e-06,0.00017857952852
3,0,0,1,5.0877667899999997e-05,4.7923808199999995e-05,4.401452280000001e-05,7.3211331099999984e-06,8.253083579999999e-06,9.4430347e-06,1.0906837330000001e-05,9.346329e-06,0.00018808641662
4,4,4,1,2.09646159e-05,3.291091011e-05,3.95137312e-05,4.30828034e-05,6.0158004040000006e-05,2.9199118199999995e-05,3.3249798890000004e-05,1.3263479240000001e-05,0.00027234246098
5,1,1,1,2.20934496e-05,5.166139269999999e-05,2.50714539e-05,3.415047478999999e-05,1.88430298e-05,7.9607599e-06,9.709161420000001e-06,9.974990200000001e-06,0.00017946471231
6,4,4,1,3.3330216499999997e-05,5.0985438480000004e-05,5.96267934e-05,6.725126801e-05,9.140167857999999e-05,4.61124342e-05,5.1323095260000005e-05,1.84632002e-05,0.00041849412462999995
7,5,5,1,7.671106400000001e-06,1.2967880380000002e-05,1.03530575e-05,2.6716128230000003e-05,1.470222566e-05,3.5935651100000007e-05,2.5498539670000005e-05,5.965461000000001e-06,0.00013981004994000003
8,0,0,1,5.089559830000001e-05,4.7906922699999995e-05,4.394011875e-05,7.844757959999999e-06,8.87233641e-06,9.4478079e-06,1.1109353e-05,8.719652199999999e-06,0.00018873654722
9,6,6,1,9.483609449999999e-06,1.9037384799999997e-05,1.75956925e-05,2.917578883e-05,2.608861757e-05,1.7849597e-05,3.598918453e-05,5.3791562099999994e-06,0.00016059903089
10,0,0,1,5.284209610000001e-05,4.9632345100000004e-05,4.5246589210000004e-05,7.07039962e-06,8.15350271e-06,8.6429539e-06,9.759337146e-06,8.561932200000001e-06,0.000189909155986
11,1,1,1,2.1825014300000005e-05,5.0927159e-05,2.4594914500000004e-05,3.4294137490000004e-05,1.8359039159999995e-05,8.6692553e-06,1.0639617439999998e-05,8.881487099999999e-06,0.00017819062429
12,5,5,1,8.8352862e-06,1.846947291e-05,1.05119966e-05,2.9739166950000002e-05,1.570877271e-05,3.71235861e-05,2.6981194719999996e-05,5.923922900000001e-06,0.00015329339909000002
13,7,7,1,5.7895829e-06,8.941524799999997e-06,8.24718483e-06,1.301853372e-05,9.408539929999999e-06,1.11791074e-05,1.558557593e-05,4.56766859e-05,0.00011784673541
14,3,3,1,1.1786367099999997e-05,3.034976001e-05,2.2455542699999998e-05,5.008473471999999e-05,2.9612796529999995e-05,3.48244876e-05,1.645341129e-05,3.54779594e-06,0.00019911489588999995
15,4,4,1,9.5524906e-06,1.02646155e-05,9.7595695e-06,9.32502547e-06,6.333686529999999e-06,1.6660977599999995e-05,4.32497317e-06,7.7014538e-06,7.392279217e-05
16,6,6,1,9.0240332e-06,1.83193621e-05,1.70366501e-05,2.8936012499999996e-05,2.5862216989999998e-05,1.7998162099999998e-05,3.59494543e-05,5.4010479e-06,0.00015852693919
17,6,6,1,9.10253241e-06,1.82768925e-05,1.7533958699999998e-05,2.896151106e-05,2.592502319e-05,1.7018806e-05,3.479294696e-05,5.308265759999999e-06,0.00015691993658
18,5,5,1,8.186846399999998e-06,1.4206009639999998e-05,9.284848e-06,2.5894735789999997e-05,1.3962453060000001e-05,3.71753329e-05,2.644133495e-05,6.0623573e-06,0.00014121391803999998
19,4,4,1,2.33825333e-05,3.5969985929999996e-05,4.327264490000001e-05,4.7509451459999994e-05,6.578902917000001e-05,3.2423837600000004e-05,3.682711453e-05,1.4119531879999999e-05,0.00029929412877
