sample_index,label,prediction,correct,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7,output_power_norm_0,output_power_norm_1,output_power_norm_2,output_power_norm_3,output_power_norm_4,output_power_norm_5,output_power_norm_6,output_power_norm_7,predicted_output_index,predicted_class,predicted_output_power,output_power_sum,inference_correct
0,7,7,1,5.650669199999999e-06,9.302693799999999e-06,7.612213200000001e-06,1.2438948899999998e-05,6.228107920000001e-06,1.1044687300000002e-05,1.290196934e-05,4.51877115e-05,0.05119890130754006,0.08428872491075301,0.06897182237437538,0.11270532649489266,0.05643088835014244,0.1000723693125305,0.11690060619927421,0.40943136105049177,7,7,4.51877115e-05,0.00011036700116,True
1,2,2,1,2.6022441199999995e-05,2.2601544399999997e-05,4.0726428200000003e-05,3.646958834000001e-05,1.873460024e-05,8.691550900000001e-06,1.094096892e-05,9.625522600000001e-06,0.14971546650097345,0.13003394790987036,0.23431222881892427,0.20982126117443448,0.10778617551995275,0.0500052853461902,0.06294691006278273,0.05537872466687189,2,2,4.0726428200000003e-05,0.00017381264479999998,True
2,1,1,1,2.1860303699999997e-05,5.1230141699999996e-05,2.47354071e-05,3.410437062e-05,1.854787871e-05,8.2111576e-06,1.004423819e-05,9.8460309e-06,0.12241214814021503,0.2868757809171978,0.13851199689571225,0.1909758128641295,0.10386340956165493,0.04598039690243886,0.056245182598715936,0.055135272119935595,1,1,5.1230141699999996e-05,0.00017857952852,True
3,0,0,1,5.0877667899999997e-05,4.7923808199999995e-05,4.401452280000001e-05,7.3211331099999984e-06,8.253083579999999e-06,9.4430347e-06,1.0906837330000001e-05,9.346329e-06,0.2705015535640226,0.25479675279700165,0.23401223539137683,0.038924305335622585,0.043879211100470376,0.05020583022259505,0.05798843704931445,0.04969167453959653,0,0,5.0877667899999997e-05,0.00018808641662,True
4,4,4,1,2.09646159e-05,3.291091011e-05,3.95137312e-05,4.30828034e-05,6.0158004040000006e-05,2.9199118199999995e-05,3.3249798890000004e-05,1.3263479240000001e-05,0.07697887367456659,0.12084384488402224,0.14508839737223997,0.15819348641034667,0.2208910201645634,0.10721471082742506,0.12208819282293908,0.04870147384389697,4,4,6.0158004040000006e-05,0.00027234246098,True
5,1,1,1,2.20934496e-05,5.166139269999999e-05,2.50714539e-05,3.415047478999999e-05,1.88430298e-05,7.9607599e-06,9.709161420000001e-06,9.974990200000001e-06,0.12310748623292964,0.2878637924694757,0.1397013015945586,0.19029075047917976,0.10499573736507778,0.04435835768231088,0.0541006713521976,0.05558190282427005,1,1,5.166139269999999e-05,0.00017946471231,True
6,4,4,1,3.3330216499999997e-05,5.0985438480000004e-05,5.96267934e-05,6.725126801e-05,9.140167857999999e-05,4.61124342e-05,5.1323095260000005e-05,1.84632002e-05,0.07964321250499751,0.12183071512671145,0.14247940386909227,0.16069823696917696,0.21840612137819201,0.11018657487908352,0.12263755269055666,0.044118182582189726,4,4,9.140167857999999e-05,0.00041849412462999995,True
7,5,5,1,7.671106400000001e-06,1.2967880380000002e-05,1.03530575e-05,2.6716128230000003e-05,1.470222566e-05,3.5935651100000007e-05,2.5498539670000005e-05,5.965461000000001e-06,0.05486806136820696,0.0927535637499966,0.07405088192474754,0.19108875393053162,0.10515857526915634,0.2570319595438376,0.18237987670373332,0.04266832750978988,5,5,3.5935651100000007e-05,0.00013981004994000003,True
8,0,0,1,5.089559830000001e-05,4.7906922699999995e-05,4.394011875e-05,7.844757959999999e-06,8.87233641e-06,9.4478079e-06,1.1109353e-05,8.719652199999999e-06,0.2696647737264885,0.2538296021922955,0.23281192433165251,0.04156459400974305,0.04700910629491381,0.05005817918766523,0.05886169458769651,0.04620012566954492,0,0,5.089559830000001e-05,0.00018873654722,True
9,6,6,1,9.483609449999999e-06,1.9037384799999997e-05,1.75956925e-05,2.917578883e-05,2.608861757e-05,1.7849597e-05,3.598918453e-05,5.3791562099999994e-06,0.05905147370718358,0.11853984855636758,0.10956288093700839,0.1816685235789719,0.1624456724640451,0.11114386494788893,0.22409341034349253,0.03349432546504204,6,6,3.598918453e-05,0.00016059903089,True
10,0,0,1,5.284209610000001e-05,4.9632345100000004e-05,4.5246589210000004e-05,7.07039962e-06,8.15350271e-06,8.6429539e-06,9.759337146e-06,8.561932200000001e-06,0.2782493336124115,0.2613478262399253,0.2382538586677493,0.03723043043022752,0.04293369989281123,0.045510991058467724,0.051389503024906566,0.04508435707350088,0,0,5.284209610000001e-05,0.000189909155986,True
11,1,1,1,2.1825014300000005e-05,5.0927159e-05,2.4594914500000004e-05,3.4294137490000004e-05,1.8359039159999995e-05,8.6692553e-06,1.0639617439999998e-05,8.881487099999999e-06,0.12248127187926809,0.285801563370234,0.13802586189929109,0.19245758651244918,0.10303033188840058,0.0486515793664376,0.059709187744268366,0.04984261733965104,1,1,5.0927159e-05,0.00017819062429,True
12,5,5,1,8.8352862e-06,1.846947291e-05,1.05119966e-05,2.9739166950000002e-05,1.570877271e-05,3.71235861e-05,2.6981194719999996e-05,5.923922900000001e-06,0.057636442615593114,0.12048446325569699,0.06857435912050137,0.19400161472406163,0.10247520639018011,0.2421734159486175,0.17601015360197655,0.0386443443433726,5,5,3.71235861e-05,0.00015329339909000002,True
13,7,7,1,5.7895829e-06,8.941524799999997e-06,8.24718483e-06,1.301853372e-05,9.408539929999999e-06,1.11791074e-05,1.558557593e-05,4.56766859e-05,0.04912807198143835,0.07587418326771278,0.06998229353835946,0.11047004123370312,0.07983708583243136,0.09486140927966161,0.1322529289910009,0.38759398587569244,7,7,4.56766859e-05,0.00011784673541,True
14,3,3,1,1.1786367099999997e-05,3.034976001e-05,2.2455542699999998e-05,5.008473471999999e-05,2.9612796529999995e-05,3.48244876e-05,1.645341129e-05,3.54779594e-06,0.05919379887334656,0.15242335272980567,0.1127768095883969,0.25153685512142226,0.1487221556058741,0.17489644581507663,0.08263274938048636,0.017817832885591654,3,3,5.008473471999999e-05,0.00019911489588999995,True
15,4,4,1,9.5524906e-06,1.02646155e-05,9.7595695e-06,9.32502547e-06,6.333686529999999e-06,1.6660977599999995e-05,4.32497317e-06,7.7014538e-06,0.1292225350204869,0.13885589543742474,0.1320238212533416,0.12614547146102478,0.08567975240213387,0.2253834996070603,0.05850662621149204,0.10418239860703574,5,5,1.6660977599999995e-05,7.392279217e-05,False
16,6,6,1,9.0240332e-06,1.83193621e-05,1.70366501e-05,2.8936012499999996e-05,2.5862216989999998e-05,1.7998162099999998e-05,3.59494543e-05,5.4010479e-06,0.05692428836454343,0.1155599306566035,0.10746848571636766,0.1825305695539809,0.16314083348952596,0.11353377660580817,0.22677189431452618,0.03407022129864413,6,6,3.59494543e-05,0.00015852693919,True
17,6,6,1,9.10253241e-06,1.82768925e-05,1.7533958699999998e-05,2.896151106e-05,2.592502319e-05,1.7018806e-05,3.479294696e-05,5.308265759999999e-06,0.05800749483071197,0.11647272423336842,0.11173824742824147,0.1845623423715508,0.1652117873294134,0.1084553458975149,0.22172419718167594,0.03382786072752311,6,6,3.479294696e-05,0.00015691993658,True
18,5,5,1,8.186846399999998e-06,1.4206009639999998e-05,9.284848e-06,2.5894735789999997e-05,1.3962453060000001e-05,3.71753329e-05,2.644133495e-05,6.0623573e-06,0.05797478402717364,0.10059921739425168,0.06575023290105152,0.1833724051383172,0.09887448244333129,0.26325544546869517,0.18724312246977157,0.04293031015740806,5,5,3.71753329e-05,0.00014121391803999998,True
19,4,4,1,2.33825333e-05,3.5969985929999996e-05,4.327264490000001e-05,4.7509451459999994e-05,6.578902917000001e-05,3.2423837600000004e-05,3.682711453e-05,1.4119531879999999e-05,0.07812559971054056,0.12018273154179387,0.1445823380426348,0.1587383342775488,0.21981396507967324,0.10833435902418556,0.12304656520108588,0.04717610712253732,4,4,6.578902917000001e-05,0.00029929412877,True
