global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,cosine_before_iter,cosine_after_iter,grad_norm,max_abs_grad,accepted,rejected,lr_used
6,1,skipped,first_or_last_layer_bar_fixed,,,,,,,,,,
6,2,optimized,,0,0.0026073047727169373,0.0026076393995057927,0.9993526345098274,0.999352057132222,0.009985111102792333,0.008666788248928158,True,True,0.05
6,2,optimized,,1,0.002606982260938806,0.0025940168069019144,0.9993512659081454,0.9993553231421578,0.009891945446521886,0.008558861719096346,True,True,0.00625
6,3,optimized,,0,0.028291165205888733,0.011187537668094638,0.9868665319377063,0.9953262415382961,0.4411830679314522,0.3405292243602376,True,False,0.0125
6,3,optimized,,1,0.011162866619952758,0.005687442752143468,0.9953375396571755,0.9978994069732294,0.2513793150643339,0.18848288691573453,True,True,0.003125
6,3,optimized,,2,0.005712331669875766,0.003492082256313275,0.9978883606582292,0.9988491368642088,0.15452011502677399,0.11604219652076951,True,True,0.1
6,3,optimized,,3,0.0034969805714388127,0.002540527497340787,0.9988440489657061,0.99922632936356,0.10231465441372224,0.07660290814751232,True,True,0.05
6,3,optimized,,4,0.002532641128597593,0.0020476999955411084,0.999229702122569,0.9994129554442386,0.07504248430276635,0.05476315631742255,True,True,0.05
6,3,optimized,,5,0.002047784340469175,0.0022176610767751484,0.9994127071475908,0.9993537818514666,0.055537421077406335,0.03987721365870945,True,False,0.0125
6,3,optimized,,6,0.002957638758913658,0.0022155366579633047,0.9990776773066286,0.9993655643097322,0.08844755932465233,0.06591988590060767,True,False,0.1
6,4,optimized,,0,0.008905832239145298,0.008505602725635596,0.9957472570678587,0.9959730829660074,0.06117768004313711,0.05408985903938332,True,True,0.003125
6,4,optimized,,1,0.008491772335959031,0.008229048154737005,0.9959793254617384,0.9961337187312198,0.053243671945092795,0.04706070933164326,True,True,0.025
6,4,optimized,,2,0.008230821417423108,0.007558640530416192,0.9961317434712309,0.9963854429863876,0.04936455312416183,0.04218534156817268,True,True,0.025
6,4,optimized,,3,0.0075503391999503875,0.007347191090483962,0.9963900067682363,0.9964982223657475,0.04838334126399308,0.042863639450944034,True,True,0.025
6,4,optimized,,4,0.00731333464660208,0.007126234271697333,0.996516574553791,0.9966215517121778,0.04354451197925224,0.039168236996694625,True,True,0.0125
6,4,optimized,,5,0.007116638225289163,0.007000056887468572,0.9966262024944844,0.9966997925196911,0.03752888528880607,0.03404264169819239,True,True,0.1
6,4,optimized,,6,0.006998914374091348,0.006881226636370377,0.9966989272951199,0.996773465473221,0.032015932562292924,0.02889532621837058,True,True,0.025
6,4,optimized,,7,0.006866492388259477,0.006803965497633111,0.9967790382520733,0.9968236710712806,0.026769936157890063,0.024741556726694786,True,True,0.05
6,5,optimized,,0,0.022515391361475158,0.017720995463678536,0.9887430361110825,0.9912112718215523,0.23006248237556257,0.20010378836135562,True,True,0.05
6,5,optimized,,1,0.017630097275374353,0.014217645471937641,0.9912584298644302,0.9930102372319394,0.19020970523703104,0.16818418185709422,True,True,0.025
6,5,optimized,,2,0.014295713132987853,0.01190499852003148,0.9929715640207075,0.9941870965495433,0.15956673155321985,0.13871413397026383,True,True,0.00625
6,5,optimized,,3,0.01183453121218713,0.010204287898044862,0.9942331184784681,0.9950629637801215,0.55025487035495,0.5340716032435113,True,True,0.003125
6,5,optimized,,4,0.010224868332105558,0.009110546315627842,0.9950511698131312,0.995610576404109,0.11166055447032895,0.09708185713989416,True,False,0.0015625
6,5,optimized,,5,0.009108602911095045,0.008412608897573927,0.9956124923907879,0.9959573010145292,0.09559977493204816,0.08349902442849959,True,True,0.00625
6,5,optimized,,6,0.008348789112353169,0.0078075830179380095,0.9959903590066784,0.9962564046938541,0.08164385175014004,0.06905091965179114,True,True,0.0015625
6,5,optimized,,7,0.007807909389910206,0.007375746161145645,0.9962581589584754,0.9964711505069316,0.06748260644375766,0.055981880315185716,True,False,0.00625
6,5,optimized,,8,0.007344869106761742,0.00712545576212367,0.9964876743244806,0.9965924513443176,0.05665373146581521,0.04682517126145969,True,True,0.00625
6,5,optimized,,9,0.007084363371907833,0.006898133681072608,0.9966111783160748,0.9967033196746534,0.04925280692680527,0.03911984146797582,True,True,0.0125
6,5,optimized,,10,0.006873294949810849,0.006786346341340912,0.9967131483289664,0.996751557155471,0.042476302513898424,0.03225406035461046,True,True,0.00625
6,5,optimized,,11,0.006777532968829589,0.006907886689886491,0.9967559624522361,0.996693995109159,0.03663563441516567,0.027357100277392604,True,True,0.0125
6,5,optimized,,12,0.006875912985945977,0.006793388360018623,0.9967090155444546,0.9967482854197757,0.04165000333810001,0.031944521929099245,True,True,0.003125
6,5,optimized,,13,0.006758498056658137,0.006668551897680631,0.9967633937546242,0.9968071268872232,0.036711906782223504,0.02819798936007757,True,True,0.00625
6,5,optimized,,14,0.006702722800012239,0.006593841629476081,0.9967916641119198,0.9968400507970946,0.033243856686795664,0.02286155275313688,True,True,0.0015625
6,6,optimized,,0,0.036395263523829845,0.03575097570467972,0.9816846833831,0.9820083194064273,0.023809271224528552,0.016848611139037663,True,True,0.003125
6,6,optimized,,1,0.036069566058417,0.03590254458343901,0.9818480550737572,0.9819322800255412,0.6389607431764762,0.6382571094755637,True,True,0.1
